Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,Risk,Urgency,Impact,State,Priority,Created,Day,Start Date,Closed,Reopen Count,Time to Response Hours,Processing Time Hours,Total Time Hours,KPI_breach
CHG-0000350,Data import completed,Access,Batman,Batman,Matrix,Service A,Medium,High,Low,In Progress,Medium,2025-04-28T15:50:12.000000,Monday,2025-04-28T22:50:12.000000,,4,7.0,0.0,0.0,0
CHG-0000351,Application log reviewed,Complaint,Captain Marvel,Captain Marvel,Avengers II,Service D,Medium,Medium,Low,Closed,Medium,2025-04-28T23:35:51.000000,Monday,2025-04-29T02:35:51.000000,2025-04-29T19:35:51.000000,2,3.0,17.0,20.0,0
CHG-0000352,Configuration setting changed,Hardware,Doctor Strange,Doctor Strange,Avengers II,Service D,Medium,Medium,Low,Closed,Critical,2025-04-29T20:48:01.000000,Tuesday,2025-04-30T03:48:01.000000,2025-05-01T09:48:01.000000,2,7.0,30.0,37.0,1
CHG-0000353,System resource increased,Hardware,Thor,Thor,Avengers,Service B,Low,Low,High,Closed,High,2025-04-29T09:49:42.000000,Tuesday,2025-04-29T12:49:42.000000,2025-04-30T01:49:42.000000,0,3.0,13.0,16.0,0
CHG-0000354,Backup schedule updated,Network,Shang Chi,Shang Chi,Avengers II,Service E,Low,Medium,Medium,Closed,High,2025-04-29T11:31:01.000000,Tuesday,2025-04-29T17:31:01.000000,2025-04-29T19:31:01.000000,0,6.0,2.0,8.0,0
CHG-0000355,Scheduled job modified,Network,Captain America,Captain America,Avengers,Service E,Low,High,High,Closed,Medium,2025-04-29T16:19:20.000000,Tuesday,2025-04-29T21:19:20.000000,2025-04-30T17:19:20.000000,2,5.0,20.0,25.0,0
CHG-0000356,System cache cleared,Failure,Iron Man,Iron Man,Avengers,Service D,High,Low,Medium,In Progress,High,2025-04-29T19:12:42.000000,Tuesday,2025-04-29T22:12:42.000000,,3,3.0,0.0,0.0,0
CHG-0000357,Device access restricted,Failure,Shang Chi,Shang Chi,Avengers II,Service B,High,Low,Low,Closed,Medium,2025-04-30T12:39:44.000000,Wednesday,2025-04-30T15:39:44.000000,2025-05-01T23:39:44.000000,3,3.0,32.0,35.0,1
CHG-0000358,System cache cleared,Complaint,Batman,Batman,Matrix,Service D,Medium,Medium,Low,New,High,2025-05-01T06:05:11.000000,Thursday,,,2,0.0,0.0,0.0,0
CHG-0000359,Data import completed,Access,Captain Marvel,Captain Marvel,Avengers II,Service B,High,Medium,Medium,Closed,Medium,2025-05-01T11:41:44.000000,Thursday,2025-05-01T19:41:44.000000,2025-05-02T12:41:44.000000,3,8.0,17.0,25.0,0
CHG-0000360,User group membership changed,Failure,Spiderman,Spiderman,Avengers II,Service C,High,Low,High,Closed,Medium,2025-05-02T15:41:30.000000,Friday,2025-05-02T19:41:30.000000,2025-05-04T02:41:30.000000,4,4.0,31.0,35.0,1
CHG-0000361,System log settings updated,Complaint,Shang Chi,Shang Chi,Avengers II,Service D,Low,Low,High,Closed,High,2025-05-02T10:41:56.000000,Friday,2025-05-02T17:41:56.000000,2025-05-03T12:41:56.000000,5,7.0,19.0,26.0,1
CHG-0000362,Database maintenance completed,Data,Doctor Strange,Doctor Strange,Avengers II,Service A,High,Medium,Medium,Closed,High,2025-05-03T19:34:45.000000,Saturday,2025-05-04T02:34:45.000000,2025-05-05T12:34:45.000000,3,7.0,34.0,41.0,1
CHG-0000363,Application configuration changed,Facilities,Iron Man,Iron Man,Avengers,Service D,High,High,High,Closed,High,2025-05-03T04:54:23.000000,Saturday,2025-05-03T11:54:23.000000,2025-05-04T22:54:23.000000,4,7.0,35.0,42.0,1
CHG-0000364,User authentication method updated,Data,Iron Man,Iron Man,Avengers,Service C,Medium,Low,Medium,Closed,Medium,2025-05-04T18:46:49.000000,Sunday,2025-05-05T01:46:49.000000,2025-05-06T11:46:49.000000,2,7.0,34.0,41.0,1
CHG-0000365,Application shortcut created,Hardware,Doctor Strange,Doctor Strange,Avengers II,Service C,Low,Low,High,Closed,High,2025-05-04T02:07:19.000000,Sunday,2025-05-04T04:07:19.000000,2025-05-04T20:07:19.000000,0,2.0,16.0,18.0,0
CHG-0000366,System notification configured,Network,Iron Man,Iron Man,Avengers,Service C,Low,Medium,Medium,Closed,Medium,2025-05-04T20:57:42.000000,Sunday,2025-05-05T02:57:42.000000,2025-05-06T09:57:42.000000,4,6.0,31.0,37.0,1
CHG-0000367,System backup restored,Network,Hulk,Hulk,Avengers,Service A,Low,High,Low,Closed,High,2025-05-04T00:33:43.000000,Sunday,2025-05-04T06:33:43.000000,2025-05-04T08:33:43.000000,2,6.0,2.0,8.0,0
CHG-0000368,Configuration setting changed,Software,Thor,Thor,Avengers,Service B,Medium,Medium,Medium,In Progress,Medium,2025-05-05T10:04:00.000000,Monday,2025-05-05T13:04:00.000000,,0,3.0,0.0,0.0,0
CHG-0000369,Data retention policy updated,Data,Doctor Strange,Doctor Strange,Avengers II,Service D,Medium,Low,Medium,Closed,Low,2025-05-06T22:42:40.000000,Tuesday,2025-05-07T03:42:40.000000,2025-05-08T00:42:40.000000,2,5.0,21.0,26.0,0
CHG-0000370,Backup schedule updated,Failure,Jack Sparrow,Jack Sparrow,Matrix,Service C,High,Low,High,Closed,Critical,2025-05-06T01:41:11.000000,Tuesday,2025-05-06T08:41:11.000000,2025-05-07T11:41:11.000000,0,7.0,27.0,34.0,1
CHG-0000371,User group membership changed,Complaint,Loki,Loki,Avengers,Service E,Medium,High,Medium,Closed,High,2025-05-06T03:32:06.000000,Tuesday,2025-05-06T10:32:06.000000,2025-05-07T15:32:06.000000,1,7.0,29.0,36.0,1
CHG-0000372,Configuration setting changed,Facilities,John Wick,John Wick,Matrix,Service B,High,Low,Medium,Closed,Critical,2025-05-06T18:15:12.000000,Tuesday,2025-05-07T01:15:12.000000,2025-05-07T16:15:12.000000,4,7.0,15.0,22.0,1
CHG-0000373,Alert threshold changed,Software,Hulk,Hulk,Avengers,Service B,Medium,Medium,Low,Closed,Critical,2025-05-07T11:45:43.000000,Wednesday,2025-05-07T17:45:43.000000,2025-05-08T20:45:43.000000,4,6.0,27.0,33.0,1
CHG-0000374,Configuration setting changed,Software,Iron Man,Iron Man,Avengers,Service B,Low,High,Medium,Closed,Medium,2025-05-07T14:44:33.000000,Wednesday,2025-05-07T16:44:33.000000,2025-05-09T03:44:33.000000,3,2.0,35.0,37.0,1
CHG-0000375,Application shortcut created,Data,Thor,Thor,Avengers,Service A,High,High,Medium,Closed,Medium,2025-05-08T22:45:28.000000,Thursday,2025-05-09T03:45:28.000000,2025-05-09T14:45:28.000000,3,5.0,11.0,16.0,0
CHG-0000376,System update applied,Facilities,Jack Sparrow,Jack Sparrow,Matrix,Service B,Medium,Medium,Low,Closed,Medium,2025-05-08T05:29:27.000000,Thursday,2025-05-08T07:29:27.000000,2025-05-09T07:29:27.000000,4,2.0,24.0,26.0,0
CHG-0000377,Service port changed,Failure,Captain America,Captain America,Avengers,Service D,High,High,Medium,Closed,Medium,2025-05-08T23:08:01.000000,Thursday,2025-05-09T02:08:01.000000,2025-05-10T04:08:01.000000,0,3.0,26.0,29.0,1
CHG-0000378,Application license assigned,Failure,Iron Man,Iron Man,Avengers,Service A,Medium,Medium,High,Closed,Medium,2025-05-08T23:32:47.000000,Thursday,2025-05-09T06:32:47.000000,2025-05-09T16:32:47.000000,0,7.0,10.0,17.0,0
CHG-0000379,System update applied,Hardware,Captain Marvel,Captain Marvel,Avengers II,Service D,Medium,Medium,High,Closed,Low,2025-05-09T16:50:02.000000,Friday,2025-05-09T20:50:02.000000,2025-05-10T15:50:02.000000,0,4.0,19.0,23.0,0
CHG-0000380,Application configuration changed,Access,Captain America,Captain America,Avengers,Service C,Low,Low,High,Closed,High,2025-05-10T16:20:28.000000,Saturday,2025-05-10T22:20:28.000000,2025-05-12T10:20:28.000000,5,6.0,36.0,42.0,1
CHG-0000381,Device added to network,Access,Spiderman,Spiderman,Avengers II,Service C,Medium,Low,Low,Closed,Medium,2025-05-10T06:48:48.000000,Saturday,2025-05-10T10:48:48.000000,2025-05-11T12:48:48.000000,1,4.0,26.0,30.0,1
CHG-0000382,Scheduled task created,Data,Iron Man,Iron Man,Avengers,Service A,High,High,High,Closed,Medium,2025-05-11T23:50:30.000000,Sunday,2025-05-12T01:50:30.000000,2025-05-13T13:50:30.000000,3,2.0,36.0,38.0,1
CHG-0000383,User group membership changed,Hardware,Spiderman,Spiderman,Avengers II,Service E,Medium,Low,Low,Closed,Critical,2025-05-11T22:29:08.000000,Sunday,2025-05-12T02:29:08.000000,2025-05-12T09:29:08.000000,4,4.0,7.0,11.0,1
CHG-0000384,User permissions modified,Facilities,Doctor Strange,Doctor Strange,Avengers II,Service B,Medium,High,Medium,Closed,Medium,2025-05-11T13:43:02.000000,Sunday,2025-05-11T15:43:02.000000,2025-05-13T01:43:02.000000,0,2.0,34.0,36.0,1
CHG-0000385,Data retention policy updated,Network,Captain America,Captain America,Avengers,Service A,High,High,Low,Closed,High,2025-05-11T20:11:47.000000,Sunday,2025-05-11T22:11:47.000000,2025-05-12T01:11:47.000000,0,2.0,3.0,5.0,0
CHG-0000386,Device added to network,Hardware,Captain Marvel,Captain Marvel,Avengers II,Service B,Medium,Medium,Medium,On Hold,Medium,2025-05-11T11:52:54.000000,Sunday,,,4,0.0,0.0,0.0,0
CHG-0000387,Application shortcut created,Failure,Thor,Thor,Avengers,Service B,Medium,Low,High,Closed,Medium,2025-05-12T04:39:32.000000,Monday,2025-05-12T09:39:32.000000,2025-05-12T21:39:32.000000,1,5.0,12.0,17.0,0
CHG-0000388,Device configuration updated,Software,Loki,Loki,Avengers,Service C,High,Low,Medium,Closed,Low,2025-05-13T22:45:05.000000,Tuesday,2025-05-14T05:45:05.000000,2025-05-14T15:45:05.000000,2,7.0,10.0,17.0,0
CHG-0000389,Backup schedule updated,Software,Iron Man,Iron Man,Avengers,Service D,Low,Low,Medium,On Hold,Low,2025-05-14T01:32:47.000000,Wednesday,,,0,0.0,0.0,0.0,0
CHG-0000390,Data import completed,Complaint,Hulk,Hulk,Avengers,Service C,Medium,Medium,High,Closed,High,2025-05-14T08:43:43.000000,Wednesday,2025-05-14T10:43:43.000000,2025-05-15T13:43:43.000000,1,2.0,27.0,29.0,1
CHG-0000391,System cache cleared,Complaint,Loki,Loki,Avengers,Service E,Medium,High,Low,Closed,Low,2025-05-14T20:59:58.000000,Wednesday,2025-05-15T04:59:58.000000,2025-05-16T07:59:58.000000,1,8.0,27.0,35.0,0
CHG-0000392,System cache cleared,Hardware,John Wick,John Wick,Matrix,Service E,Medium,High,Low,Closed,High,2025-05-14T02:37:48.000000,Wednesday,2025-05-14T09:37:48.000000,2025-05-15T19:37:48.000000,5,7.0,34.0,41.0,1
CHG-0000393,Device firmware updated,Failure,Batman,Batman,Matrix,Service B,High,High,Medium,Closed,High,2025-05-15T04:24:27.000000,Thursday,2025-05-15T06:24:27.000000,2025-05-16T01:24:27.000000,0,2.0,19.0,21.0,1
CHG-0000394,Device access restricted,Software,John Cena,John Cena,Matrix,Service C,Low,Medium,Medium,Closed,High,2025-05-15T22:53:00.000000,Thursday,2025-05-16T02:53:00.000000,2025-05-16T19:53:00.000000,5,4.0,17.0,21.0,1
CHG-0000395,Service status checked,Hardware,Loki,Loki,Avengers,Service A,High,Medium,Low,Closed,Low,2025-05-15T01:01:44.000000,Thursday,2025-05-15T09:01:44.000000,2025-05-16T01:01:44.000000,2,8.0,16.0,24.0,0
CHG-0000396,User profile updated,Software,John Wick,John Wick,Matrix,Service B,Medium,Medium,High,New,Medium,2025-05-16T18:31:08.000000,Friday,,,0,0.0,0.0,0.0,0
CHG-0000397,System log settings updated,Complaint,Thor,Thor,Avengers,Service C,Medium,Medium,Medium,Closed,Low,2025-05-16T00:08:53.000000,Friday,2025-05-16T05:08:53.000000,2025-05-16T15:08:53.000000,5,5.0,10.0,15.0,0
CHG-0000398,Service restarted,Data,Neo,Neo,Matrix,Service E,Medium,Low,Medium,Closed,High,2025-05-17T11:43:10.000000,Saturday,2025-05-17T18:43:10.000000,2025-05-17T21:43:10.000000,3,7.0,3.0,10.0,0
CHG-0000399,Backup schedule updated,Data,Hulk,Hulk,Avengers,Service A,High,Low,Medium,Closed,High,2025-05-18T16:21:11.000000,Sunday,2025-05-18T19:21:11.000000,2025-05-19T03:21:11.000000,4,3.0,8.0,11.0,0
CHG-0000400,User profile updated,Hardware,Doctor Strange,Doctor Strange,Avengers II,Service A,Medium,Low,Low,Closed,Low,2025-05-18T16:51:49.000000,Sunday,2025-05-18T20:51:49.000000,2025-05-20T04:51:49.000000,0,4.0,32.0,36.0,0
CHG-0000401,Service restarted,Complaint,Thor,Thor,Avengers,Service E,Low,Medium,Low,Closed,High,2025-05-19T16:01:09.000000,Monday,2025-05-19T19:01:09.000000,2025-05-20T13:01:09.000000,1,3.0,18.0,21.0,1
CHG-0000402,System cache cleared,Access,Captain Marvel,Captain Marvel,Avengers II,Service B,Low,Low,Medium,Closed,High,2025-05-19T17:01:59.000000,Monday,2025-05-19T23:01:59.000000,2025-05-20T20:01:59.000000,1,6.0,21.0,27.0,1
CHG-0000403,Scheduled job modified,Failure,Captain Marvel,Captain Marvel,Avengers II,Service E,High,Low,Low,Closed,High,2025-05-19T08:12:03.000000,Monday,2025-05-19T11:12:03.000000,2025-05-20T05:12:03.000000,0,3.0,18.0,21.0,1
CHG-0000404,Data export scheduled,Facilities,John Wick,John Wick,Matrix,Service E,High,Low,Medium,Closed,Medium,2025-05-19T23:49:25.000000,Monday,2025-05-20T03:49:25.000000,2025-05-20T18:49:25.000000,4,4.0,15.0,19.0,0
CHG-0000405,Application license assigned,Facilities,Batman,Batman,Matrix,Service E,Medium,High,High,New,Low,2025-05-19T05:13:57.000000,Monday,,,3,0.0,0.0,0.0,0
CHG-0000406,Monitoring rules adjusted,Failure,Captain America,Captain America,Avengers,Service B,High,Low,High,In Progress,High,2025-05-20T12:51:58.000000,Tuesday,2025-05-20T14:51:58.000000,,2,2.0,0.0,0.0,0
CHG-0000407,Service status checked,Data,Jack Sparrow,Jack Sparrow,Matrix,Service B,Medium,High,Low,In Progress,Low,2025-05-21T04:27:08.000000,Wednesday,2025-05-21T11:27:08.000000,,5,7.0,0.0,0.0,0
CHG-0000408,Alert threshold changed,Facilities,Captain Marvel,Captain Marvel,Avengers II,Service A,High,Medium,Low,Closed,High,2025-05-22T15:07:03.000000,Thursday,2025-05-22T20:07:03.000000,2025-05-23T14:07:03.000000,3,5.0,18.0,23.0,1
CHG-0000409,Service dependency changed,Data,Captain America,Captain America,Avengers,Service B,High,High,Medium,Closed,Medium,2025-05-22T06:29:54.000000,Thursday,2025-05-22T11:29:54.000000,2025-05-23T11:29:54.000000,2,5.0,24.0,29.0,0
CHG-0000410,Application license assigned,Access,Iron Man,Iron Man,Avengers,Service B,Medium,Low,High,Closed,Low,2025-05-22T22:34:01.000000,Thursday,2025-05-23T04:34:01.000000,2025-05-23T16:34:01.000000,3,6.0,12.0,18.0,0
CHG-0000411,System backup restored,Data,Thor,Thor,Avengers,Service D,High,High,High,Closed,Critical,2025-05-23T08:18:46.000000,Friday,2025-05-23T15:18:46.000000,2025-05-24T02:18:46.000000,3,7.0,11.0,18.0,1
CHG-0000412,Network settings adjusted,Hardware,Hulk,Hulk,Avengers,Service C,Low,Medium,High,Closed,Medium,2025-05-23T04:43:37.000000,Friday,2025-05-23T08:43:37.000000,2025-05-23T15:43:37.000000,0,4.0,7.0,11.0,0
CHG-0000413,Application deployed,Data,John Cena,John Cena,Matrix,Service B,High,High,Low,Closed,Medium,2025-05-23T09:27:29.000000,Friday,2025-05-23T11:27:29.000000,2025-05-23T15:27:29.000000,1,2.0,4.0,6.0,0
CHG-0000414,Security settings updated,Software,Hulk,Hulk,Avengers,Service A,Medium,Medium,High,Closed,High,2025-05-24T01:55:41.000000,Saturday,2025-05-24T05:55:41.000000,2025-05-24T16:55:41.000000,5,4.0,11.0,15.0,0
CHG-0000415,Application shortcut created,Hardware,John Wick,John Wick,Matrix,Service E,High,Low,High,Closed,Critical,2025-05-24T11:51:30.000000,Saturday,2025-05-24T15:51:30.000000,2025-05-25T22:51:30.000000,5,4.0,31.0,35.0,1
CHG-0000416,Application log reviewed,Data,Hulk,Hulk,Avengers,Service D,High,Medium,Low,Closed,Medium,2025-05-24T18:49:34.000000,Saturday,2025-05-25T00:49:34.000000,2025-05-26T05:49:34.000000,3,6.0,29.0,35.0,1
CHG-0000417,User profile updated,Access,Spiderman,Spiderman,Avengers II,Service D,Low,Low,Low,Closed,Low,2025-05-25T01:28:08.000000,Sunday,2025-05-25T09:28:08.000000,2025-05-25T21:28:08.000000,1,8.0,12.0,20.0,0
CHG-0000418,Routine maintenance performed,Software,Shang Chi,Shang Chi,Avengers II,Service B,Medium,Medium,Medium,Closed,High,2025-05-25T02:39:47.000000,Sunday,2025-05-25T08:39:47.000000,2025-05-26T07:39:47.000000,2,6.0,23.0,29.0,1
CHG-0000419,User profile updated,Software,Spiderman,Spiderman,Avengers II,Service B,High,Medium,High,Closed,Medium,2025-05-25T07:20:33.000000,Sunday,2025-05-25T14:20:33.000000,2025-05-25T22:20:33.000000,0,7.0,8.0,15.0,0
CHG-0000420,User group membership changed,Software,John Cena,John Cena,Matrix,Service B,High,Medium,High,Closed,Medium,2025-05-25T03:16:52.000000,Sunday,2025-05-25T09:16:52.000000,2025-05-26T00:16:52.000000,0,6.0,15.0,21.0,0
CHG-0000421,Software version upgraded,Failure,Spiderman,Spiderman,Avengers II,Service D,Medium,Low,Medium,In Progress,Low,2025-05-26T05:28:00.000000,Monday,2025-05-26T11:28:00.000000,,4,6.0,0.0,0.0,0
CHG-0000422,Configuration setting changed,Access,Batman,Batman,Matrix,Service B,Medium,Medium,High,Closed,Medium,2025-05-26T15:31:51.000000,Monday,2025-05-26T19:31:51.000000,2025-05-27T10:31:51.000000,5,4.0,15.0,19.0,0
CHG-0000423,Network settings adjusted,Failure,Loki,Loki,Avengers,Service E,Low,Medium,Low,Closed,Critical,2025-05-26T20:52:54.000000,Monday,2025-05-27T02:52:54.000000,2025-05-27T17:52:54.000000,4,6.0,15.0,21.0,1
CHG-0000424,User account updated,Access,Thor,Thor,Avengers,Service E,Medium,Low,High,Closed,Critical,2025-05-26T00:48:45.000000,Monday,2025-05-26T03:48:45.000000,2025-05-27T12:48:45.000000,3,3.0,33.0,36.0,1
CHG-0000425,Device access restricted,Access,Doctor Strange,Doctor Strange,Avengers II,Service A,High,Low,Medium,Closed,Medium,2025-05-27T21:24:16.000000,Tuesday,2025-05-28T05:24:16.000000,2025-05-29T00:24:16.000000,4,8.0,19.0,27.0,0
CHG-0000426,Alert threshold changed,Facilities,Batman,Batman,Matrix,Service C,Medium,Medium,Medium,Closed,Medium,2025-05-27T05:22:17.000000,Tuesday,2025-05-27T12:22:17.000000,2025-05-27T16:22:17.000000,0,7.0,4.0,11.0,0
CHG-0000427,Application configuration changed,Access,Loki,Loki,Avengers,Service E,Low,Medium,Medium,Closed,Medium,2025-05-28T17:55:42.000000,Wednesday,2025-05-28T19:55:42.000000,2025-05-29T05:55:42.000000,2,2.0,10.0,12.0,0
CHG-0000428,System update applied,Hardware,Shang Chi,Shang Chi,Avengers II,Service B,Medium,Low,Medium,Closed,Medium,2025-05-28T10:07:32.000000,Wednesday,2025-05-28T12:07:32.000000,2025-05-29T04:07:32.000000,4,2.0,16.0,18.0,0
CHG-0000429,Device monitoring enabled,Network,Captain America,Captain America,Avengers,Service C,Low,Low,High,Closed,Low,2025-05-29T20:51:00.000000,Thursday,2025-05-30T02:51:00.000000,2025-05-30T07:51:00.000000,5,6.0,5.0,11.0,0
CHG-0000430,User authentication method updated,Failure,Loki,Loki,Avengers,Service C,Medium,Low,Low,In Progress,Medium,2025-05-29T14:49:57.000000,Thursday,2025-05-29T16:49:57.000000,,3,2.0,0.0,0.0,0
CHG-0000431,Scheduled task created,Data,John Cena,John Cena,Matrix,Service C,High,High,High,In Progress,Critical,2025-05-29T18:32:55.000000,Thursday,2025-05-30T02:32:55.000000,,5,8.0,0.0,0.0,0
CHG-0000432,Routine maintenance performed,Hardware,Jack Sparrow,Jack Sparrow,Matrix,Service E,Medium,Medium,Medium,Closed,Medium,2025-05-30T14:16:45.000000,Friday,2025-05-30T19:16:45.000000,2025-05-31T16:16:45.000000,3,5.0,21.0,26.0,0
CHG-0000433,Security settings updated,Access,Iron Man,Iron Man,Avengers,Service E,Low,Medium,Medium,Closed,Medium,2025-05-30T08:53:38.000000,Friday,2025-05-30T13:53:38.000000,2025-05-30T16:53:38.000000,4,5.0,3.0,8.0,0
CHG-0000434,System notification configured,Access,Loki,Loki,Avengers,Service D,Low,Low,Low,Closed,Medium,2025-05-30T03:29:50.000000,Friday,2025-05-30T08:29:50.000000,2025-05-31T09:29:50.000000,2,5.0,25.0,30.0,1
CHG-0000435,Routine maintenance performed,Network,Shang Chi,Shang Chi,Avengers II,Service D,Low,High,High,Closed,High,2025-05-30T05:46:58.000000,Friday,2025-05-30T12:46:58.000000,2025-05-31T20:46:58.000000,4,7.0,32.0,39.0,1
CHG-0000436,Application license assigned,Software,Captain America,Captain America,Avengers,Service E,High,Medium,High,Closed,High,2025-05-30T21:23:26.000000,Friday,2025-05-31T02:23:26.000000,2025-06-01T11:23:26.000000,1,5.0,33.0,38.0,1
CHG-0000437,Application log reviewed,Network,Captain Marvel,Captain Marvel,Avengers II,Service A,Medium,High,Medium,New,Critical,2025-05-31T12:24:21.000000,Saturday,,,5,0.0,0.0,0.0,0
CHG-0000438,Scheduled task created,Hardware,Captain Marvel,Captain Marvel,Avengers II,Service E,Medium,Medium,High,Closed,High,2025-06-01T04:17:23.000000,Sunday,2025-06-01T07:17:23.000000,2025-06-02T09:17:23.000000,3,3.0,26.0,29.0,1
CHG-0000439,Backup schedule updated,Network,Neo,Neo,Matrix,Service D,Medium,Medium,Low,Closed,High,2025-06-01T05:29:31.000000,Sunday,2025-06-01T13:29:31.000000,2025-06-02T17:29:31.000000,2,8.0,28.0,36.0,1
CHG-0000440,User password reset,Software,Batman,Batman,Matrix,Service D,Medium,Low,High,Closed,Low,2025-06-01T06:55:21.000000,Sunday,2025-06-01T10:55:21.000000,2025-06-02T13:55:21.000000,2,4.0,27.0,31.0,0
CHG-0000441,Device firmware updated,Network,Doctor Strange,Doctor Strange,Avengers II,Service A,Low,High,High,Closed,Medium,2025-06-01T09:25:51.000000,Sunday,2025-06-01T13:25:51.000000,2025-06-01T19:25:51.000000,3,4.0,6.0,10.0,0
CHG-0000442,User session reset,Facilities,John Wick,John Wick,Matrix,Service A,Low,Low,Low,Closed,Critical,2025-06-01T17:23:41.000000,Sunday,2025-06-01T22:23:41.000000,2025-06-03T10:23:41.000000,0,5.0,36.0,41.0,1
CHG-0000443,Password policy updated,Complaint,Jack Sparrow,Jack Sparrow,Matrix,Service A,High,Medium,Medium,Closed,High,2025-06-02T10:36:31.000000,Monday,2025-06-02T17:36:31.000000,2025-06-02T23:36:31.000000,1,7.0,6.0,13.0,0
CHG-0000444,Device added to network,Data,Loki,Loki,Avengers,Service B,Low,Medium,High,Closed,High,2025-06-02T11:47:10.000000,Monday,2025-06-02T18:47:10.000000,2025-06-03T18:47:10.000000,2,7.0,24.0,31.0,1
CHG-0000445,System backup restored,Hardware,Loki,Loki,Avengers,Service E,Low,Low,Medium,Closed,Medium,2025-06-03T05:20:44.000000,Tuesday,2025-06-03T12:20:44.000000,2025-06-03T16:20:44.000000,3,7.0,4.0,11.0,0
