Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,State,Risk,Priority,Urgency,Impact,Created,Start Date,Closed,Reopen Count,Day,Reopen Zero Flag,Time to Response Hours,Processing Time Hours,Total Time Hours,KPI_breach
CR-5966,Unusual file encryption activity detected on server,Software,Jan,Thor,Matrix,Service A,Closed,Low,Low,Medium,Low,2025-02-28T17:53:17.000000,2025-02-28T20:06:50.000000,2025-03-01T15:33:03.000000,1,Friday,0,2.2258333333333336,19.436944444444446,21.662777777777777,0
CR-5967,Endpoint reported repeated blocked exploit attempts,Hardware,Michal,Peter,Avengers II,Service A,Closed,High,High,High,Medium,2025-02-28T18:54:02.000000,2025-02-28T23:21:06.000000,2025-03-01T08:20:41.000000,1,Friday,0,4.4511111111111115,8.993055555555555,13.444166666666666,1
CR-5968,Security policy violation on mobile device,Complaint,Martin,Iron Man,Avengers II,Service A,Closed,Medium,Low,Medium,Medium,2025-02-28T11:10:01.000000,2025-02-28T17:06:33.000000,2025-03-01T14:32:39.000000,1,Friday,0,5.942222222222222,21.435,27.377222222222223,0
CR-5969,Malicious attachment blocked by email gateway,Data,Michal,Peter,Matrix,Service C,Closed,High,High,High,Low,2025-02-28T03:56:00.000000,2025-02-28T07:08:57.000000,2025-03-02T03:42:50.000000,0,Friday,1,3.2158333333333333,44.56472222222222,47.78055555555556,1
CR-5970,Privileged user access review identified anomalies,Complaint,Iron Man,Martin,Avengers,Service B,Closed,High,High,Medium,Low,2025-02-28T18:48:00.000000,2025-03-01T01:31:26.000000,2025-03-01T12:14:22.000000,1,Friday,0,6.723888888888889,10.715555555555556,17.439444444444444,1
CR-5971,Unapproved application communicating with external server,Access,Martin,Martin,Avengers II,Service B,Closed,Medium,Medium,Medium,Low,2025-02-28T01:01:30.000000,2025-02-28T08:32:38.000000,2025-03-02T00:47:12.000000,0,Friday,1,7.518888888888889,40.242777777777775,47.76166666666666,1
CR-5972,Malicious attachment blocked by email gateway,Network,Captain America,Martin,Matrix,Service A,Closed,Low,Medium,High,Medium,2025-02-28T01:53:38.000000,2025-02-28T10:36:24.000000,2025-02-28T14:28:59.000000,0,Friday,1,8.712777777777777,3.876388888888889,12.589166666666667,0
CR-5973,Unusual traffic to anonymization service detected,Failure,Martin,Michal,Matrix,Service B,Closed,Medium,High,High,Low,2025-02-28T01:16:48.000000,2025-02-28T05:34:11.000000,2025-03-01T19:05:25.000000,1,Friday,0,4.289722222222222,37.52055555555555,41.81027777777778,1
CR-5974,Unapproved connection to third-party cloud service,Network,Captain America,Martin,Avengers,Service B,Closed,High,Low,Medium,Low,2025-02-28T07:32:57.000000,2025-02-28T15:36:46.000000,2025-03-01T23:32:25.000000,0,Friday,1,8.063611111111111,31.9275,39.99111111111111,0
CR-5975,Unauthorized access to shared network drive,Data,Captain America,Iron Man,Matrix,Service C,Closed,High,Low,High,Medium,2025-02-28T20:39:32.000000,2025-03-01T00:12:48.000000,2025-03-01T21:11:46.000000,1,Friday,0,3.5544444444444445,20.982777777777777,24.537222222222223,0
CR-5976,Privilege escalation attempt on production server,Failure,Iron Man,Peter,Matrix,Service A,Closed,Low,High,High,Low,2025-02-28T05:23:43.000000,2025-02-28T08:08:33.000000,2025-02-28T14:51:59.000000,1,Friday,0,2.7472222222222222,6.723888888888889,9.471111111111112,0
CR-5977,Unusual access pattern to customer data records,Hardware,Thor,Michal,Avengers,Service B,Closed,High,High,High,Medium,2025-02-28T21:53:41.000000,2025-03-01T04:29:23.000000,2025-03-01T10:16:09.000000,1,Friday,0,6.595,5.779444444444445,12.374444444444444,0
CR-5978,Unapproved remote access session initiated,Software,Peter,Captain America,Avengers,Service B,Closed,Medium,High,Medium,Medium,2025-02-28T16:14:40.000000,2025-02-28T18:44:32.000000,2025-03-01T06:53:47.000000,0,Friday,1,2.497777777777778,12.154166666666667,14.651944444444444,1
CR-5979,Brute force attack detected on remote access gateway,Software,Michal,Thor,Matrix,Service A,On Hold,Medium,High,High,Low,2025-02-28T04:09:51.000000,,,1,Friday,0,0.0,0.0,0.0,0
CR-5980,Privilege escalation attempt on production server,Failure,Martin,Jan,Avengers,Service A,Closed,Low,Medium,Low,High,2025-02-28T15:34:32.000000,2025-02-28T17:22:48.000000,2025-03-01T16:49:30.000000,0,Friday,1,1.8044444444444445,23.445,25.249444444444446,0
CR-5981,Multiple logins from different countries within short timeframe,Hardware,Peter,Martin,Avengers,Service C,Closed,Low,Low,Low,Low,2025-02-28T15:22:00.000000,2025-02-28T19:37:33.000000,2025-03-01T17:45:43.000000,0,Friday,1,4.259166666666666,22.136111111111113,26.39527777777778,0
CR-5982,Brute force attack detected on remote access gateway,Facilities,Captain America,Thor,Matrix,Service B,Closed,Low,High,High,Low,2025-02-28T00:46:38.000000,2025-02-28T05:04:51.000000,2025-02-28T15:01:44.000000,1,Friday,0,4.3036111111111115,9.948055555555555,14.251666666666667,1
CR-5983,Unapproved application communicating with external server,Software,Martin,Martin,Matrix,Service A,New,Low,Medium,Medium,Medium,2025-02-28T11:18:45.000000,,,1,Friday,0,0.0,0.0,0.0,0
CR-5984,Unauthorized installation of unapproved software,Data,Iron Man,Captain America,Avengers II,Service B,Closed,High,Medium,Medium,High,2025-02-28T14:33:51.000000,2025-02-28T20:34:43.000000,2025-03-01T15:07:50.000000,1,Friday,0,6.014444444444444,18.551944444444445,24.566388888888888,0
CR-5985,Multiple devices reporting same malware signature,Software,Thor,Martin,Matrix,Service B,Closed,Medium,High,Medium,Low,2025-02-28T12:39:16.000000,2025-02-28T16:55:45.000000,2025-03-01T04:09:59.000000,0,Friday,1,4.2747222222222225,11.237222222222222,15.511944444444444,1
CR-5986,Unauthorized installation of unapproved software,Access,Jan,Captain America,Avengers II,Service C,Closed,Low,Low,High,High,2025-02-28T23:35:26.000000,2025-03-01T05:11:42.000000,2025-03-01T17:11:22.000000,0,Friday,1,5.604444444444445,11.994444444444444,17.59888888888889,0
CR-5987,Unusual VPN connection outside normal working hours,Network,Martin,Peter,Avengers II,Service C,In Progress,Medium,Low,High,High,2025-02-28T01:05:17.000000,2025-02-28T02:14:32.000000,,1,Friday,0,1.1541666666666666,0.0,0.0,0
CR-5988,Anomalous login pattern for service account,Hardware,Iron Man,Martin,Avengers II,Service A,Closed,Low,Low,High,High,2025-02-28T20:41:40.000000,2025-03-01T02:19:14.000000,2025-03-02T13:30:04.000000,0,Friday,1,5.626111111111111,35.18055555555556,40.806666666666665,0
CR-5989,Unusual traffic to anonymization service detected,Software,Iron Man,Iron Man,Avengers,Service B,Closed,High,Medium,High,High,2025-02-28T05:35:43.000000,2025-02-28T13:42:10.000000,2025-03-01T09:31:09.000000,1,Friday,0,8.1075,19.816388888888888,27.92388888888889,0
CR-5990,Unapproved external USB storage device connected,Hardware,Jan,Iron Man,Avengers II,Service B,Closed,Medium,Low,High,High,2025-02-28T04:15:44.000000,2025-02-28T05:49:55.000000,2025-03-01T22:00:23.000000,0,Friday,1,1.5697222222222222,40.17444444444445,41.744166666666665,0
CR-5991,Unapproved connection to third-party cloud service,Facilities,Peter,Michal,Avengers,Service C,Closed,Medium,High,High,Low,2025-02-28T08:26:38.000000,2025-02-28T15:19:53.000000,2025-03-01T11:09:40.000000,0,Friday,1,6.8875,19.829722222222223,26.717222222222222,1
CR-5992,Malicious macro detected in office document,Hardware,Iron Man,Captain America,Avengers,Service C,Closed,High,Low,High,High,2025-02-28T09:48:22.000000,2025-02-28T11:17:26.000000,2025-02-28T17:52:43.000000,0,Friday,1,1.4844444444444445,6.588055555555555,8.0725,0
CR-5993,Abnormal API access pattern from external client,Failure,Captain America,Martin,Matrix,Service B,Closed,Low,Low,Medium,Low,2025-02-28T13:30:18.000000,2025-02-28T16:00:54.000000,2025-03-01T21:55:56.000000,0,Friday,1,2.51,29.91722222222222,32.42722222222222,0
CR-5994,Suspicious authentication attempts to database server,Network,Iron Man,Iron Man,Matrix,Service B,Closed,High,High,Low,High,2025-02-28T07:47:18.000000,2025-02-28T09:47:20.000000,2025-02-28T20:54:55.000000,0,Friday,1,2.0005555555555556,11.126388888888888,13.126944444444444,1
CR-5995,Unsupported legacy protocol usage detected in network traffic,Network,Jan,Peter,Matrix,Service B,Closed,High,Low,High,High,2025-02-28T21:32:04.000000,2025-03-01T05:40:25.000000,2025-03-01T09:21:42.000000,0,Friday,1,8.139166666666666,3.6880555555555556,11.827222222222222,0
CR-5996,Blocked attempt to upload sensitive data to cloud storage,Software,Martin,Peter,Avengers II,Service B,Closed,Medium,Medium,Medium,Low,2025-02-28T06:43:04.000000,2025-02-28T10:52:27.000000,2025-03-01T01:28:28.000000,0,Friday,1,4.1563888888888885,14.600277777777778,18.756666666666668,0
CR-5997,Suspicious login attempt using expired credentials,Failure,Thor,Michal,Matrix,Service B,Closed,Medium,High,Low,Low,2025-02-28T05:47:12.000000,2025-02-28T09:16:50.000000,2025-03-01T20:09:17.000000,0,Friday,1,3.493888888888889,34.87416666666667,38.36805555555556,1
CR-5998,Unusual spike in security alerts for single user,Data,Michal,Michal,Avengers II,Service A,On Hold,Medium,Medium,High,Medium,2025-02-28T23:39:11.000000,,,0,Friday,1,0.0,0.0,0.0,0
CR-5999,Unexpected configuration change on security appliance,Software,Iron Man,Thor,Avengers II,Service B,Closed,Medium,High,Medium,Medium,2025-02-28T20:55:38.000000,2025-02-28T22:23:37.000000,2025-03-02T17:54:58.000000,0,Friday,1,1.466388888888889,43.5225,44.98888888888889,1
CR-6000,Unauthorized installation of unapproved software,Data,Thor,Martin,Avengers,Service C,Closed,Medium,Medium,Low,Low,2025-02-28T14:27:14.000000,2025-02-28T21:32:57.000000,2025-03-02T13:08:34.000000,0,Friday,1,7.095277777777778,39.59361111111111,46.68888888888889,1
CR-6001,Unusual VPN connection outside normal working hours,Network,Peter,Jan,Avengers II,Service A,Closed,Medium,High,High,Low,2025-02-28T06:59:25.000000,2025-02-28T13:32:07.000000,2025-03-01T23:47:24.000000,1,Friday,0,6.545,34.25472222222222,40.79972222222222,1
CR-6002,Suspicious login attempt from unknown IP address,Access,Michal,Captain America,Avengers,Service A,Closed,High,Medium,Medium,Medium,2025-02-28T04:20:13.000000,2025-02-28T07:42:57.000000,2025-03-01T00:59:08.000000,0,Friday,1,3.378888888888889,17.26972222222222,20.648611111111112,0
CR-6003,Unusual data download volume from file server,Software,Michal,Jan,Avengers,Service C,Closed,High,High,Medium,Medium,2025-02-28T00:38:53.000000,2025-02-28T02:25:32.000000,2025-02-28T11:37:01.000000,1,Friday,0,1.7775,9.19138888888889,10.96888888888889,1
CR-6004,Abnormal API access pattern from external client,Facilities,Iron Man,Jan,Matrix,Service C,Closed,Low,High,High,Medium,2025-02-28T21:06:17.000000,2025-03-01T03:02:26.000000,2025-03-01T19:21:57.000000,0,Friday,1,5.935833333333333,16.325277777777778,22.261111111111113,1
CR-6005,Suspicious PowerShell activity detected on workstation,Hardware,Jan,Jan,Avengers II,Service A,Closed,Medium,High,High,Low,2025-02-28T11:41:40.000000,2025-02-28T13:12:37.000000,2025-03-01T02:25:13.000000,0,Friday,1,1.5158333333333334,13.21,14.725833333333334,1
CR-6006,Inactive account used for login attempt,Failure,Martin,Peter,Avengers II,Service C,Closed,High,High,Low,Medium,2025-02-28T06:34:56.000000,2025-02-28T11:30:29.000000,2025-02-28T13:59:53.000000,0,Friday,1,4.925833333333333,2.49,7.4158333333333335,0
CR-6007,Unusual traffic to anonymization service detected,Software,Peter,Martin,Avengers,Service B,Closed,Low,Medium,High,High,2025-02-28T16:01:34.000000,2025-02-28T20:28:45.000000,2025-03-02T14:15:03.000000,1,Friday,0,4.453055555555555,41.77166666666667,46.22472222222222,1
CR-6008,Inactive account used for login attempt,Software,Michal,Martin,Avengers II,Service A,In Progress,Low,High,Medium,Low,2025-02-28T03:32:25.000000,2025-02-28T09:32:21.000000,,0,Friday,1,5.998888888888889,0.0,0.0,0
CR-6009,Unusual data download volume from file server,Facilities,Captain America,Peter,Avengers II,Service C,Closed,Medium,Low,High,Medium,2025-02-28T05:30:40.000000,2025-02-28T11:27:44.000000,2025-03-01T14:45:34.000000,0,Friday,1,5.9511111111111115,27.29722222222222,33.248333333333335,0
CR-6010,Network scan originating from internal segment detected,Facilities,Captain America,Captain America,Avengers II,Service B,Closed,Medium,High,Low,Medium,2025-02-28T13:18:43.000000,2025-02-28T20:34:54.000000,2025-03-02T16:20:08.000000,0,Friday,1,7.269722222222223,43.75388888888889,51.02361111111111,1
CR-6011,Data loss prevention policy violation detected,Access,Michal,Martin,Avengers,Service B,Closed,Low,Medium,Low,Low,2025-02-28T17:54:35.000000,2025-02-28T22:52:04.000000,2025-03-02T15:33:07.000000,0,Friday,1,4.958055555555555,40.68416666666667,45.64222222222222,1
CR-6012,Phishing email reported by employee,Failure,Jan,Martin,Avengers II,Service B,In Progress,Low,High,Low,High,2025-02-28T10:29:01.000000,2025-02-28T12:56:43.000000,,0,Friday,1,2.4616666666666664,0.0,0.0,0
CR-6013,Email account used to send large volume of external messages,Network,Iron Man,Michal,Avengers,Service C,Closed,High,High,High,Medium,2025-02-28T00:59:45.000000,2025-02-28T02:50:22.000000,2025-03-01T07:55:58.000000,1,Friday,0,1.843611111111111,29.093333333333334,30.936944444444446,1
CR-6014,Network scan originating from internal segment detected,Failure,Jan,Jan,Matrix,Service A,Closed,High,Low,High,High,2025-02-28T13:48:54.000000,2025-02-28T15:22:05.000000,2025-02-28T20:54:53.000000,1,Friday,0,1.5530555555555556,5.546666666666667,7.099722222222222,0
CR-6015,Certificate validation failure on secure connection,Hardware,Michal,Captain America,Matrix,Service C,Closed,High,Low,Low,High,2025-02-28T09:50:05.000000,2025-02-28T13:41:05.000000,2025-02-28T20:41:08.000000,0,Friday,1,3.85,7.0008333333333335,10.850833333333334,0
CR-6016,New device connected to corporate Wi-Fi without registration,Access,Thor,Michal,Avengers,Service B,Closed,Low,Medium,Medium,Low,2025-02-28T15:00:56.000000,2025-02-28T19:48:43.000000,2025-03-01T04:11:39.000000,0,Friday,1,4.796388888888889,8.382222222222222,13.178611111111111,0
CR-6017,Suspicious login attempt from unknown IP address,Failure,Michal,Iron Man,Avengers II,Service C,Closed,Medium,Medium,Low,Medium,2025-02-28T21:27:09.000000,2025-03-01T05:58:26.000000,2025-03-02T11:51:19.000000,1,Friday,0,8.52138888888889,29.88138888888889,38.40277777777778,1
CR-6018,Blocked attempt to upload sensitive data to cloud storage,Hardware,Jan,Thor,Avengers II,Service A,Closed,High,High,Medium,High,2025-02-28T11:45:04.000000,2025-02-28T18:00:19.000000,2025-03-01T09:52:37.000000,0,Friday,1,6.254166666666666,15.871666666666666,22.125833333333333,1
CR-6019,Unusual access pattern to customer data records,Failure,Martin,Jan,Matrix,Service C,Closed,Low,High,High,High,2025-02-28T17:02:07.000000,2025-02-28T19:34:25.000000,2025-03-01T00:32:05.000000,1,Friday,0,2.5383333333333336,4.961111111111111,7.499444444444444,0
CR-6020,Privileged user access review identified anomalies,Failure,Michal,Captain America,Avengers,Service A,Closed,Low,Low,Low,Low,2025-02-28T16:19:19.000000,2025-02-28T19:44:39.000000,2025-03-01T05:44:14.000000,0,Friday,1,3.422222222222222,9.993055555555555,13.415277777777778,0
CR-6021,Multiple password reset requests from same user,Complaint,Thor,Martin,Avengers II,Service A,Closed,Medium,High,Low,Low,2025-02-28T20:00:21.000000,2025-02-28T21:37:49.000000,2025-03-02T03:52:18.000000,0,Friday,1,1.6244444444444444,30.24138888888889,31.865833333333335,1
CR-6022,Unauthorized access to shared network drive,Failure,Thor,Iron Man,Avengers,Service A,Closed,Medium,High,Medium,Medium,2025-02-28T15:29:04.000000,2025-02-28T18:19:43.000000,2025-03-02T03:44:45.000000,1,Friday,0,2.8441666666666667,33.41722222222222,36.26138888888889,1
CR-6023,Abnormal API access pattern from external client,Network,Captain America,Iron Man,Avengers II,Service A,Closed,High,Low,Low,Medium,2025-02-28T00:38:05.000000,2025-02-28T02:45:36.000000,2025-02-28T08:43:57.000000,1,Friday,0,2.125277777777778,5.9725,8.097777777777777,0
CR-6024,Unencrypted data transfer detected over public network,Data,Martin,Jan,Avengers II,Service A,Closed,High,Low,Medium,High,2025-02-28T20:57:03.000000,2025-03-01T01:56:43.000000,2025-03-02T16:50:35.000000,1,Friday,0,4.9944444444444445,38.897777777777776,43.89222222222222,0
CR-6025,Unusual data download volume from file server,Software,Jan,Jan,Matrix,Service B,On Hold,Medium,Low,High,High,2025-02-28T23:05:13.000000,,,1,Friday,0,0.0,0.0,0.0,0
CR-6026,New local administrator account detected on endpoint,Facilities,Thor,Thor,Avengers,Service A,On Hold,Medium,High,High,Medium,2025-02-28T08:05:16.000000,,,0,Friday,1,0.0,0.0,0.0,0
CR-6027,Abnormal outbound DNS requests from single host,Facilities,Peter,Captain America,Avengers,Service C,Closed,Medium,Low,Medium,High,2025-02-28T06:30:53.000000,2025-02-28T15:05:03.000000,2025-03-01T00:06:53.000000,1,Friday,0,8.569444444444445,9.030555555555555,17.6,0
CR-6028,Attempted login using default system credentials,Network,Captain America,Martin,Matrix,Service C,Closed,High,High,Low,High,2025-02-28T11:32:46.000000,2025-02-28T14:10:22.000000,2025-02-28T18:48:11.000000,1,Friday,0,2.6266666666666665,4.630277777777778,7.256944444444445,0
CR-6029,External IP added to whitelist without approval,Complaint,Thor,Peter,Avengers II,Service A,Closed,Medium,High,Medium,High,2025-02-28T23:23:47.000000,2025-03-01T02:47:36.000000,2025-03-02T17:22:08.000000,1,Friday,0,3.3969444444444443,38.57555555555555,41.9725,1
CR-6030,Unusual administrative activity on domain controller,Data,Jan,Jan,Avengers,Service B,Closed,Low,Low,Low,Medium,2025-02-28T01:13:46.000000,2025-02-28T03:34:33.000000,2025-03-01T17:33:56.000000,0,Friday,1,2.346388888888889,37.98972222222222,40.33611111111111,0
CR-6031,Brute force attack detected on remote access gateway,Data,Jan,Jan,Matrix,Service A,Closed,High,Medium,Medium,Low,2025-02-28T06:57:50.000000,2025-02-28T14:48:05.000000,2025-03-01T05:24:47.000000,1,Friday,0,7.8375,14.611666666666666,22.449166666666667,0
CR-6032,New device connected to corporate Wi-Fi without registration,Data,Thor,Jan,Avengers,Service B,Closed,Low,High,Low,Low,2025-02-28T03:44:29.000000,2025-02-28T09:03:07.000000,2025-02-28T14:00:13.000000,0,Friday,1,5.310555555555555,4.951666666666667,10.262222222222222,0
CR-6033,Endpoint antivirus detected and quarantined malware,Hardware,Thor,Michal,Matrix,Service C,Closed,Low,High,Low,Low,2025-02-28T06:28:52.000000,2025-02-28T08:43:24.000000,2025-02-28T21:00:06.000000,1,Friday,0,2.2422222222222223,12.278333333333334,14.520555555555555,1
