Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,State,Risk,Priority,Urgency,Impact,Created,Start Date,Closed,Reopen Count,Day,Reopen Zero Flag,Time to Response Hours,Processing Time Hours,Total Time Hours,KPI_breach,Week
CR-5538,Failed encryption process: Unable to secure sensitive data.,Software,Iron Man,Captain America,Avengers II,Service B,Closed,Low,Low,Medium,Medium,2025-02-21T21:19:05.000000,2025-02-22T04:27:57.000000,2025-02-22T11:08:47.000000,1,Friday,0,7.147777777777778,6.680555555555555,13.828333333333333,0,2025-08
CR-5539,Backup server unreachable: Error code 502.,Data,Iron Man,Thor,Avengers,Service A,Closed,High,Medium,Medium,Medium,2025-02-21T22:05:47.000000,2025-02-22T05:23:42.000000,2025-02-23T13:25:33.000000,0,Friday,1,7.298611111111111,32.030833333333334,39.32944444444444,1,2025-08
CR-5540,Locked account: Excessive password retry attempts.,Software,Martin,Michal,Avengers,Service A,Closed,Low,Low,High,Low,2025-02-21T21:37:01.000000,2025-02-22T02:15:01.000000,2025-02-22T20:39:31.000000,1,Friday,0,4.633333333333334,18.408333333333335,23.041666666666668,0,2025-08
CR-5541,Service outage detected - No connection to database.,Access,Martin,Martin,Avengers,Service A,Closed,Medium,Low,Medium,High,2025-02-21T13:45:59.000000,2025-02-21T20:29:18.000000,2025-02-23T06:46:19.000000,1,Friday,0,6.7219444444444445,34.283611111111114,41.00555555555555,0,2025-08
CR-5542,Backup server unreachable: Error code 502.,Complaint,Captain America,Thor,Avengers,Service C,Closed,Medium,High,Medium,High,2025-02-21T18:57:58.000000,2025-02-21T21:07:06.000000,2025-02-22T22:49:54.000000,1,Friday,0,2.152222222222222,25.713333333333335,27.865555555555556,1,2025-08
CR-5543,Failed encryption process: Unable to secure sensitive data.,Data,Jan,Martin,Matrix,Service C,Closed,Medium,Medium,High,Medium,2025-02-21T06:24:06.000000,2025-02-21T11:12:48.000000,2025-02-22T05:37:57.000000,0,Friday,1,4.8116666666666665,18.419166666666666,23.230833333333333,0,2025-08
CR-5544,Breach alert: Privileged credentials exposed.,Access,Peter,Thor,Avengers,Service C,Closed,High,Medium,Low,High,2025-02-21T21:25:47.000000,2025-02-22T05:00:53.000000,2025-02-22T22:47:47.000000,1,Friday,0,7.585,17.781666666666666,25.366666666666667,0,2025-08
CR-5545,Dark web monitoring alert: Credentials detected for sale online.,Access,Peter,Thor,Matrix,Service A,Closed,Medium,Low,High,Low,2025-02-21T06:51:48.000000,2025-02-21T14:53:44.000000,2025-02-23T07:01:27.000000,0,Friday,1,8.032222222222222,40.12861111111111,48.160833333333336,0,2025-08
CR-5546,Backup failure: Unable to restore files from recovery system.,Access,Michal,Jan,Avengers II,Service B,Closed,Medium,Low,High,Medium,2025-02-21T17:26:49.000000,2025-02-21T20:17:36.000000,2025-02-23T11:13:01.000000,0,Friday,1,2.846388888888889,38.923611111111114,41.77,0,2025-08
CR-5547,Expired password reset request: User notified.,Complaint,Iron Man,Peter,Matrix,Service C,Closed,Medium,Medium,Medium,High,2025-02-21T06:44:59.000000,2025-02-21T12:18:34.000000,2025-02-22T19:40:21.000000,1,Friday,0,5.559722222222222,31.363055555555555,36.922777777777775,1,2025-08
CR-5548,Security patch missing: Update not applied on critical server.,Software,Captain America,Captain America,Avengers II,Service C,Closed,Low,Low,Medium,Low,2025-02-21T17:35:21.000000,2025-02-21T22:56:37.000000,2025-02-22T07:59:38.000000,1,Friday,0,5.354444444444445,9.050277777777778,14.404722222222222,0,2025-08
CR-5549,VPN connection failure: Unable to securely tunnel data.,Data,Thor,Iron Man,Matrix,Service B,Closed,High,Medium,Low,Low,2025-02-21T12:47:54.000000,2025-02-21T17:46:10.000000,2025-02-22T18:20:21.000000,1,Friday,0,4.971111111111111,24.56972222222222,29.54083333333333,1,2025-08
CR-5550,Failed SSO login: Invalid credentials provided.,Access,Peter,Captain America,Avengers II,Service C,Closed,Low,High,Low,High,2025-02-21T22:11:54.000000,2025-02-22T02:27:46.000000,2025-02-22T05:39:44.000000,0,Friday,1,4.264444444444444,3.1994444444444445,7.463888888888889,0,2025-08
CR-5551,User permission escalation detected on cloud platform.,Facilities,Thor,Jan,Matrix,Service C,New,Low,Medium,High,High,2025-02-21T22:20:45.000000,,,0,Friday,1,,,,0,2025-08
CR-5552,Suspicious API calls detected: Abnormal volume of requests identified.,Facilities,Michal,Iron Man,Avengers II,Service B,Closed,Low,Medium,Medium,Low,2025-02-21T12:40:39.000000,2025-02-21T18:49:40.000000,2025-02-22T12:39:45.000000,1,Friday,0,6.150277777777778,17.834722222222222,23.985,0,2025-08
CR-5553,File integrity check failed: Data corruption suspected.,Complaint,Iron Man,Jan,Matrix,Service C,Closed,Medium,Low,Low,Medium,2025-02-21T09:24:02.000000,2025-02-21T16:48:20.000000,2025-02-22T07:07:30.000000,0,Friday,1,7.405,14.319444444444445,21.724444444444444,0,2025-08
CR-5554,Database transaction rollback error flagged for audit.,Complaint,Michal,Iron Man,Matrix,Service A,Closed,High,Medium,Low,Low,2025-02-21T01:32:11.000000,2025-02-21T05:13:39.000000,2025-02-21T18:58:57.000000,1,Friday,0,3.6911111111111112,13.755,17.44611111111111,0,2025-08
CR-5555,Red team simulation detected: Penetration testing execution.,Network,Martin,Thor,Avengers,Service B,Closed,High,High,Medium,Medium,2025-02-21T10:55:20.000000,2025-02-21T19:35:23.000000,2025-02-23T00:39:22.000000,1,Friday,0,8.6675,29.066388888888888,37.73388888888889,1,2025-08
CR-5556,Backup failure: Unable to restore files from recovery system.,Access,Thor,Michal,Matrix,Service B,On Hold,Medium,High,High,Medium,2025-02-21T17:41:28.000000,,,0,Friday,1,,,,0,2025-08
CR-5557,Data breach notification sent to affected users.,Software,Jan,Captain America,Matrix,Service A,Closed,High,High,High,Medium,2025-02-21T04:36:14.000000,2025-02-21T09:54:35.000000,2025-02-22T03:08:37.000000,1,Friday,0,5.305833333333333,17.233888888888888,22.53972222222222,1,2025-08
CR-5558,Backup server unreachable: Error code 502.,Data,Martin,Michal,Avengers II,Service A,Closed,Low,Low,Low,High,2025-02-21T16:17:35.000000,2025-02-21T20:53:49.000000,2025-02-23T17:37:05.000000,1,Friday,0,4.603888888888889,44.721111111111114,49.325,0,2025-08
CR-5559,Data exfiltration alert: High outbound traffic flagged.,Hardware,Martin,Iron Man,Avengers II,Service B,Closed,Medium,Medium,Medium,High,2025-02-21T11:43:39.000000,2025-02-21T14:13:10.000000,2025-02-21T22:22:25.000000,0,Friday,1,2.4919444444444445,8.154166666666667,10.64611111111111,0,2025-08
CR-5560,Data exfiltration alert: High outbound traffic flagged.,Complaint,Iron Man,Michal,Avengers II,Service A,Closed,High,Low,Low,Low,2025-02-21T20:32:42.000000,2025-02-22T04:49:39.000000,2025-02-22T14:03:08.000000,1,Friday,0,8.2825,9.224722222222223,17.50722222222222,0,2025-08
CR-5561,Unpatched vulnerability flagged: CVE report mismatch detected.,Software,Peter,Jan,Matrix,Service C,Closed,Low,High,High,Medium,2025-02-21T09:47:29.000000,2025-02-21T14:05:00.000000,2025-02-22T10:01:29.000000,1,Friday,0,4.291944444444445,19.941388888888888,24.233333333333334,1,2025-08
CR-5562,Access request denied: Policy mismatch.,Facilities,Peter,Iron Man,Avengers,Service A,Closed,High,Low,Low,High,2025-02-21T19:28:32.000000,2025-02-22T02:34:57.000000,2025-02-22T12:26:37.000000,1,Friday,0,7.106944444444444,9.86111111111111,16.968055555555555,0,2025-08
CR-5563,Cross-site scripting (XSS) detected on customer portal.,Software,Thor,Jan,Avengers,Service A,Closed,Medium,Low,Medium,Medium,2025-02-21T09:04:25.000000,2025-02-21T16:55:47.000000,2025-02-22T21:41:08.000000,0,Friday,1,7.856111111111111,28.75583333333333,36.61194444444445,0,2025-08
CR-5564,Failed cloud synchronization: Files cannot be uploaded.,Failure,Jan,Michal,Avengers,Service A,Closed,Low,Low,Low,Medium,2025-02-21T09:56:55.000000,2025-02-21T18:55:53.000000,2025-02-22T08:37:47.000000,0,Friday,1,8.982777777777779,13.698333333333334,22.68111111111111,0,2025-08
CR-5565,Malware detected on endpoint: Quarantine initiated.,Software,Jan,Peter,Avengers,Service C,Closed,High,Low,High,High,2025-02-21T18:33:38.000000,2025-02-21T22:36:24.000000,2025-02-22T02:54:49.000000,0,Friday,1,4.046111111111111,4.3069444444444445,8.353055555555555,0,2025-08
CR-5566,Unscheduled file deletion detected on shared drive.,Failure,Michal,Captain America,Avengers II,Service A,Closed,High,Medium,High,Medium,2025-02-21T00:45:35.000000,2025-02-21T08:13:36.000000,2025-02-23T03:40:35.000000,1,Friday,0,7.466944444444445,43.44972222222222,50.916666666666664,1,2025-08
CR-5567,Cloud instance misconfiguration: Public access enabled.,Failure,Thor,Martin,Matrix,Service A,Closed,Medium,High,Medium,Low,2025-02-21T10:53:42.000000,2025-02-21T13:21:34.000000,2025-02-22T17:50:38.000000,0,Friday,1,2.4644444444444447,28.484444444444446,30.948888888888888,1,2025-08
CR-5568,Malware detected on endpoint: Quarantine initiated.,Data,Captain America,Thor,Avengers,Service A,Closed,Low,Medium,High,Medium,2025-02-21T22:27:46.000000,2025-02-22T02:40:01.000000,2025-02-22T19:50:51.000000,1,Friday,0,4.204166666666667,17.180555555555557,21.384722222222223,0,2025-08
CR-5569,Cross-site scripting (XSS) detected on customer portal.,Complaint,Captain America,Captain America,Avengers,Service B,Closed,Low,Medium,Low,Low,2025-02-21T00:49:53.000000,2025-02-21T06:39:47.000000,2025-02-22T21:12:10.000000,1,Friday,0,5.831666666666667,38.539722222222224,44.37138888888889,1,2025-08
CR-5570,Keylogger activity detected on user's workstation.,Facilities,Jan,Peter,Avengers,Service A,Closed,Low,Medium,High,Medium,2025-02-21T06:40:30.000000,2025-02-21T14:34:33.000000,2025-02-22T08:42:15.000000,0,Friday,1,7.900833333333333,18.128333333333334,26.029166666666665,0,2025-08
CR-5571,User login failed: Account locked due to excessive login attempts.,Network,Captain America,Michal,Avengers,Service A,Closed,Low,Low,Low,Low,2025-02-21T21:13:09.000000,2025-02-22T00:54:05.000000,2025-02-23T05:37:55.000000,1,Friday,0,3.6822222222222223,28.730555555555554,32.41277777777778,0,2025-08
CR-5572,DDoS attack mitigation active: Rate-limiting initiated.,Network,Thor,Iron Man,Avengers,Service C,Closed,High,High,Low,High,2025-02-21T19:17:29.000000,2025-02-22T02:12:16.000000,2025-02-22T09:02:50.000000,0,Friday,1,6.913055555555555,6.842777777777778,13.755833333333333,0,2025-08
CR-5573,Breach alert: Privileged credentials exposed.,Data,Thor,Iron Man,Matrix,Service C,Closed,High,High,High,Medium,2025-02-21T09:46:49.000000,2025-02-21T14:40:45.000000,2025-02-23T02:36:44.000000,0,Friday,1,4.898888888888889,35.933055555555555,40.831944444444446,1,2025-08
CR-5574,Privileged account login attempt: Microsoft Admin flagged.,Software,Captain America,Peter,Avengers,Service B,Closed,High,Low,Low,High,2025-02-21T07:33:30.000000,2025-02-21T12:37:43.000000,2025-02-22T02:33:20.000000,0,Friday,1,5.070277777777778,13.926944444444445,18.997222222222224,0,2025-08
CR-5575,Cloud storage accessed by untrusted device.,Hardware,Thor,Thor,Avengers II,Service A,Closed,Medium,Medium,Low,Medium,2025-02-21T02:13:58.000000,2025-02-21T04:35:07.000000,2025-02-21T20:19:32.000000,0,Friday,1,2.3525,15.740277777777777,18.092777777777776,0,2025-08
CR-5576,Expired certificates detected: TLS handshake improper.,Access,Peter,Jan,Avengers II,Service B,Closed,Medium,Medium,High,Low,2025-02-21T23:32:42.000000,2025-02-22T03:48:50.000000,2025-02-22T22:41:18.000000,1,Friday,0,4.268888888888889,18.874444444444446,23.143333333333334,0,2025-08
CR-5577,Unscheduled file deletion detected on shared drive.,Complaint,Iron Man,Iron Man,Avengers II,Service A,Closed,High,High,High,Low,2025-02-21T02:42:01.000000,2025-02-21T10:22:12.000000,2025-02-22T22:27:17.000000,0,Friday,1,7.669722222222222,36.084722222222226,43.754444444444445,1,2025-08
CR-5578,Firewall breach: Unauthorized access through open port.,Data,Iron Man,Iron Man,Matrix,Service C,In Progress,High,High,Low,High,2025-02-21T05:45:44.000000,2025-02-21T10:54:09.000000,,1,Friday,0,5.1402777777777775,,,0,2025-08
CR-5579,Network scanning tool triggered security alert.,Complaint,Michal,Iron Man,Matrix,Service A,Closed,Low,High,High,Medium,2025-02-21T08:43:16.000000,2025-02-21T14:24:43.000000,2025-02-22T20:54:44.000000,1,Friday,0,5.690833333333333,30.50027777777778,36.19111111111111,1,2025-08
CR-5580,Internal network inaccessible: Ping requests time out.,Data,Jan,Captain America,Avengers II,Service A,In Progress,Medium,Medium,Medium,Medium,2025-02-21T05:35:32.000000,2025-02-21T12:32:57.000000,,0,Friday,1,6.956944444444445,,,0,2025-08
CR-5581,Malware alert: Suspicious executable flagged during scan.,Complaint,Captain America,Thor,Avengers II,Service A,Closed,High,Medium,High,High,2025-02-21T23:34:34.000000,2025-02-22T02:10:29.000000,2025-02-22T17:25:39.000000,0,Friday,1,2.598611111111111,15.252777777777778,17.851388888888888,0,2025-08
CR-5582,User permission escalation detected on cloud platform.,Data,Martin,Thor,Avengers,Service A,Closed,Medium,Medium,Low,Medium,2025-02-21T11:26:48.000000,2025-02-21T14:36:43.000000,2025-02-23T11:07:18.000000,0,Friday,1,3.165277777777778,44.50972222222222,47.675,1,2025-08
CR-5583,File integrity check failed: Data corruption suspected.,Access,Michal,Iron Man,Avengers II,Service B,Closed,Low,High,Medium,Medium,2025-02-21T05:33:35.000000,2025-02-21T10:12:48.000000,2025-02-22T00:14:25.000000,1,Friday,0,4.653611111111111,14.026944444444444,18.680555555555557,1,2025-08
CR-5584,Data breach notification sent to affected users.,Hardware,Jan,Captain America,Avengers,Service A,Closed,Low,Medium,Low,Low,2025-02-21T16:06:45.000000,2025-02-21T21:45:06.000000,2025-02-22T17:44:46.000000,1,Friday,0,5.639166666666667,19.994444444444444,25.63361111111111,0,2025-08
CR-5585,Red team simulation detected: Penetration testing execution.,Software,Michal,Thor,Avengers,Service A,Closed,Medium,Low,Medium,High,2025-02-21T04:10:47.000000,2025-02-21T07:01:54.000000,2025-02-22T14:32:44.000000,0,Friday,1,2.8519444444444444,31.51388888888889,34.365833333333335,0,2025-08
CR-5586,User permission escalation detected on cloud platform.,Facilities,Martin,Jan,Avengers II,Service A,Closed,Medium,Low,High,Low,2025-02-21T02:28:47.000000,2025-02-21T11:07:25.000000,2025-02-22T16:54:21.000000,1,Friday,0,8.643888888888888,29.782222222222224,38.42611111111111,0,2025-08
CR-5587,Suspicious API calls detected: Abnormal volume of requests identified.,Network,Michal,Michal,Matrix,Service B,Closed,Medium,Low,High,High,2025-02-21T19:46:28.000000,2025-02-21T23:11:21.000000,2025-02-22T22:02:52.000000,1,Friday,0,3.414722222222222,22.85861111111111,26.273333333333333,0,2025-08
CR-5588,Critical system alert: Root access attempted on production server.,Hardware,Michal,Martin,Avengers II,Service B,Closed,Medium,Medium,Medium,Medium,2025-02-21T19:13:33.000000,2025-02-22T03:03:22.000000,2025-02-22T12:38:12.000000,1,Friday,0,7.830277777777778,9.580555555555556,17.410833333333333,0,2025-08
CR-5589,Data download from personal device flagged for review.,Hardware,Jan,Martin,Avengers,Service C,Closed,Low,High,Low,Medium,2025-02-21T20:44:20.000000,2025-02-21T23:53:42.000000,2025-02-23T07:32:31.000000,1,Friday,0,3.156111111111111,31.646944444444443,34.80305555555555,1,2025-08
CR-5590,DDoS attack detected: High traffic spotted on critical service.,Access,Peter,Michal,Matrix,Service B,Closed,High,Low,High,Low,2025-02-21T06:53:50.000000,2025-02-21T15:50:34.000000,2025-02-23T08:55:08.000000,0,Friday,1,8.945555555555556,41.07611111111111,50.02166666666667,0,2025-08
CR-5591,Cloud storage accessed by untrusted device.,Complaint,Martin,Michal,Matrix,Service C,Closed,Medium,Low,Low,Medium,2025-02-21T03:27:51.000000,2025-02-21T09:23:14.000000,2025-02-22T10:29:12.000000,0,Friday,1,5.923055555555556,25.099444444444444,31.0225,0,2025-08
CR-5592,Failed SSO login: Invalid credentials provided.,Data,Captain America,Jan,Avengers II,Service A,Closed,High,Low,Medium,Low,2025-02-21T20:05:03.000000,2025-02-22T02:27:40.000000,2025-02-23T10:51:25.000000,0,Friday,1,6.376944444444445,32.395833333333336,38.772777777777776,0,2025-08
CR-5593,Backup failure: Unable to restore files from recovery system.,Network,Michal,Peter,Avengers,Service B,Closed,Low,Low,Low,Low,2025-02-21T23:39:14.000000,2025-02-22T06:09:53.000000,2025-02-23T18:44:09.000000,1,Friday,0,6.510833333333333,36.57111111111111,43.081944444444446,0,2025-08
CR-5594,Power failure simulation triggered during red team activity.,Failure,Jan,Peter,Avengers,Service C,New,Low,High,High,Low,2025-02-21T21:51:23.000000,,,1,Friday,0,,,,0,2025-08
CR-5595,Ransomware attack detected: Encrypted files observed on endpoint.,Software,Martin,Michal,Avengers,Service B,Closed,Low,Low,Medium,Medium,2025-02-21T07:31:41.000000,2025-02-21T14:46:13.000000,2025-02-22T17:27:52.000000,1,Friday,0,7.242222222222222,26.694166666666668,33.93638888888889,0,2025-08
CR-5596,Security patch missing: Update not applied on critical server.,Access,Peter,Jan,Avengers II,Service A,Closed,Low,Low,Low,High,2025-02-21T18:27:22.000000,2025-02-22T03:11:41.000000,2025-02-22T15:36:32.000000,1,Friday,0,8.73861111111111,12.414166666666667,21.15277777777778,0,2025-08
CR-5597,Failed encryption process: Unable to secure sensitive data.,Failure,Jan,Thor,Matrix,Service B,Closed,Low,High,Low,Low,2025-02-21T14:22:41.000000,2025-02-21T19:11:33.000000,2025-02-23T05:01:25.000000,1,Friday,0,4.814444444444445,33.83111111111111,38.64555555555555,1,2025-08
CR-5598,SQL injection attempt: Unauthorized queries flagged.,Complaint,Michal,Thor,Avengers II,Service B,New,Low,Medium,High,Low,2025-02-21T14:26:32.000000,,,0,Friday,1,,,,0,2025-08
CR-5599,Network issue: Unable to connect to external API.,Software,Thor,Michal,Matrix,Service A,Closed,Medium,Low,Medium,Low,2025-02-21T21:40:06.000000,2025-02-22T06:17:06.000000,2025-02-22T22:49:36.000000,1,Friday,0,8.616666666666667,16.541666666666668,25.158333333333335,0,2025-08
CR-5600,Failed SSO login: Invalid credentials provided.,Facilities,Thor,Martin,Avengers II,Service B,Closed,High,Medium,High,Medium,2025-02-21T13:21:22.000000,2025-02-21T15:58:41.000000,2025-02-22T06:56:32.000000,0,Friday,1,2.6219444444444444,14.964166666666667,17.586111111111112,0,2025-08
CR-5601,Social engineering attempt flagged: Fake support request identified.,Data,Captain America,Thor,Avengers,Service C,In Progress,High,High,High,Medium,2025-02-21T10:21:28.000000,2025-02-21T15:09:26.000000,,1,Friday,0,4.799444444444444,,,0,2025-08
CR-5602,DDoS attack detected: High traffic spotted on critical service.,Network,Iron Man,Iron Man,Avengers II,Service A,Closed,High,Low,High,High,2025-02-21T23:15:34.000000,2025-02-22T08:05:28.000000,2025-02-22T17:02:10.000000,0,Friday,1,8.831666666666667,8.945,17.776666666666667,0,2025-08
CR-5603,VPN connection failure: Unable to securely tunnel data.,Software,Martin,Peter,Avengers,Service B,In Progress,Low,Medium,High,High,2025-02-21T07:04:18.000000,2025-02-21T12:03:27.000000,,0,Friday,1,4.985833333333333,,,0,2025-08
