Number,Type of Payment,Process,System,Volume,Assignment Group,Assigned To,State,Priority,Urgency,Impact,Day,Created,Actual Start,Actual End,Closed
INC-2025-01415,Basic Payment,Basic Payment,STP CAT,4729,People,Dwayne Johnson,Closed,Medium,Low,Low,Saturday,2025-01-11T15:15:08.000000,2025-01-11T16:01:08.000000,2025-01-13T01:54:10.602638,2025-01-13T02:16:10.602638
INC-2025-01416,Basic Payment,Basic Payment,STP CAT,555,DC,Aquaman,Closed,High,High,High,Saturday,2025-01-11T18:35:25.000000,2025-01-11T19:31:25.000000,2025-01-11T23:41:42.506822,2025-01-12T00:39:42.506822
INC-2025-01417,Proces X,Proces X,SOLEMOS,127,People,The Rock,Closed,Low,Low,Low,Saturday,2025-01-11T08:30:58.000000,2025-01-11T08:40:58.000000,2025-01-12T13:02:56.736958,2025-01-12T13:36:56.736958
INC-2025-01418,Money Rates,Money Rates,SOLEMOS,8,Avengers,Doctor Strange,Closed,Critical,High,Medium,Saturday,2025-01-11T17:15:58.000000,2025-01-11T17:29:58.000000,2025-01-11T20:14:40.719624,2025-01-11T21:28:40.719624
INC-2025-01419,Money Rates,Money Rates,SOLEMOS,5,People,Kevin Hart,Closed,Medium,Medium,Medium,Saturday,2025-01-11T01:57:34.000000,2025-01-11T02:34:34.000000,2025-01-11T20:41:00.466535,2025-01-11T22:06:00.466535
INC-2025-01420,Basic Payment,Basic Payment,STP CAT,114,People,Mark,Closed,Low,Low,Low,Saturday,2025-01-11T08:46:31.000000,2025-01-11T09:19:31.000000,2025-01-13T20:53:24.007787,2025-01-13T21:41:24.007787
INC-2025-01421,Money Rates,Money Rates,SOLEMOS,3,Avengers,Iron Man,Closed,Medium,Medium,Medium,Saturday,2025-01-11T23:07:21.000000,2025-01-11T23:35:21.000000,2025-01-12T21:36:01.223826,2025-01-12T22:34:01.223826
INC-2025-01422,Domestic Payment,Domestic Payment,STP CAT,12581,People,Mark,Closed,Medium,Medium,Low,Saturday,2025-01-11T18:08:20.000000,2025-01-11T18:21:20.000000,2025-01-12T05:13:57.736115,2025-01-12T06:43:57.736115
INC-2025-01423,Domestic Payment,Domestic Payment,STP CAT,16924,DC,Punisher,Closed,Medium,Medium,Medium,Saturday,2025-01-11T13:32:17.000000,2025-01-11T14:51:17.000000,2025-01-12T23:13:47.174246,2025-01-13T00:37:47.174246
INC-2025-01424,Proces X,Proces X,SOLEMOS,168,DC,Aquaman,Closed,High,Medium,High,Saturday,2025-01-11T10:31:37.000000,2025-01-11T11:43:37.000000,2025-01-11T16:52:23.713261,2025-01-11T17:39:23.713261
INC-2025-01425,Basic Payment,Basic Payment,STP CAT,603,DC,Punisher,Closed,Medium,Low,Medium,Saturday,2025-01-11T08:35:39.000000,2025-01-11T09:46:39.000000,2025-01-12T06:14:54.060661,2025-01-12T07:43:54.060661
INC-2025-01426,SEPA Payment,SEPA Payment,STP CAT,2750,Avengers,Hulk,Closed,Critical,High,High,Saturday,2025-01-11T15:45:01.000000,2025-01-11T16:56:01.000000,2025-01-11T19:52:00.148712,2025-01-11T20:22:00.148712
INC-2025-01427,Proces X,Proces X,SOLEMOS,140,People,Jackie Chan,Closed,Medium,Medium,Medium,Saturday,2025-01-11T08:24:57.000000,2025-01-11T08:48:57.000000,2025-01-12T19:30:28.169561,2025-01-12T20:40:28.169561
INC-2025-01428,International Transfer,International Transfer,Stargate,28,Avengers,Doctor Strange,Closed,Medium,Low,Medium,Saturday,2025-01-11T22:06:32.000000,2025-01-11T23:03:32.000000,2025-01-13T01:55:42.175379,2025-01-13T02:26:42.175379
INC-2025-01429,SEPA Payment,SEPA Payment,Stargate,4773,DC,Dr. X,In Progress,High,High,High,Saturday,2025-01-11T07:39:08.000000,2025-01-11T08:10:08.000000,,
INC-2025-01430,International Transfer,International Transfer,Stargate,47,Avengers,Thor,Closed,High,High,Medium,Saturday,2025-01-11T15:32:50.000000,2025-01-11T16:35:50.000000,2025-01-11T20:14:11.871489,2025-01-11T20:33:11.871489
INC-2025-01431,Basic Payment,Basic Payment,STP CAT,1695,People,The Rock,Closed,Medium,Low,Medium,Saturday,2025-01-11T17:44:40.000000,2025-01-11T18:56:40.000000,2025-01-12T12:25:23.379081,2025-01-12T13:19:23.379081
INC-2025-01432,Domestic Payment,Domestic Payment,STP CAT,13602,People,Scarlett Johansson,Closed,Low,Low,Low,Saturday,2025-01-11T19:29:40.000000,2025-01-11T20:06:40.000000,2025-01-14T21:06:14.583630,2025-01-14T21:55:14.583630
INC-2025-01433,Money Rates,Money Rates,SOLEMOS,9,Avengers,Hulk,Closed,High,High,High,Saturday,2025-01-11T13:12:42.000000,2025-01-11T13:42:42.000000,2025-01-11T19:28:30.358884,2025-01-11T20:09:30.358884
INC-2025-01434,SEPA Payment,SEPA Payment,STP CAT,59573,Avengers,Doctor Strange,In Progress,High,High,High,Saturday,2025-01-11T07:02:57.000000,2025-01-11T07:50:57.000000,,
INC-2025-01435,Money Rates,Money Rates,SOLEMOS,2,People,Scarlett Johansson,Closed,High,Medium,High,Saturday,2025-01-11T11:21:03.000000,2025-01-11T12:42:03.000000,2025-01-12T01:26:19.625425,2025-01-12T02:36:19.625425
INC-2025-01436,Proces X,Proces X,SOLEMOS,217,DC,Dr. X,Closed,Medium,Medium,Medium,Saturday,2025-01-11T00:19:50.000000,2025-01-11T00:43:50.000000,2025-01-12T09:26:37.494555,2025-01-12T09:56:37.494555
INC-2025-01437,SEPA Payment,SEPA Payment,STP CAT,23196,Avengers,Iron Man,Closed,High,High,High,Saturday,2025-01-11T16:52:00.000000,2025-01-11T17:23:00.000000,2025-01-12T05:00:05.552214,2025-01-12T05:19:05.552214
INC-2025-01438,Domestic Payment,Domestic Payment,STP CAT,18198,DC,Dr. X,Closed,Medium,Medium,Medium,Saturday,2025-01-11T17:39:10.000000,2025-01-11T18:00:10.000000,2025-01-12T21:37:19.768519,2025-01-12T23:06:19.768519
INC-2025-01439,Money Rates,Money Rates,SOLEMOS,4,People,Dwayne Johnson,Closed,Medium,Medium,Medium,Saturday,2025-01-11T15:23:35.000000,2025-01-11T15:53:35.000000,2025-01-11T23:25:43.167586,2025-01-12T00:00:43.167586
INC-2025-01440,SEPA Payment,SEPA Payment,STP CAT,882,Avengers,Thor,Closed,Medium,Medium,Medium,Saturday,2025-01-11T08:27:09.000000,2025-01-11T09:52:09.000000,2025-01-11T22:36:02.905073,2025-01-11T23:54:02.905073
INC-2025-01441,Proces X,Proces X,SOLEMOS,105,People,Jackie Chan,Closed,Medium,Low,Medium,Saturday,2025-01-11T13:11:49.000000,2025-01-11T13:44:49.000000,2025-01-12T21:00:13.853212,2025-01-12T22:13:13.853212
INC-2025-01442,International Transfer,International Transfer,Stargate,30,Avengers,Iron Man,Closed,Medium,Low,Medium,Saturday,2025-01-11T10:54:37.000000,2025-01-11T12:08:37.000000,2025-01-12T12:02:21.158455,2025-01-12T13:25:21.158455
INC-2025-01443,SEPA Payment,SEPA Payment,Stargate,21403,Avengers,Hulk,Closed,High,High,High,Saturday,2025-01-11T11:12:26.000000,2025-01-11T11:28:26.000000,2025-01-11T22:35:39.513517,2025-01-11T23:07:39.513517
INC-2025-01444,SEPA Payment,SEPA Payment,Stargate,65682,Avengers,Hulk,Closed,High,Medium,Low,Saturday,2025-01-11T14:25:46.000000,2025-01-11T15:50:46.000000,2025-01-11T21:14:28.269510,2025-01-11T21:55:28.269510
INC-2025-01445,Basic Payment,Basic Payment,STP CAT,2379,People,Jackie Chan,Closed,High,High,Medium,Saturday,2025-01-11T16:30:02.000000,2025-01-11T17:03:02.000000,2025-01-11T20:55:30.708756,2025-01-11T21:21:30.708756
INC-2025-01446,Domestic Payment,Domestic Payment,STP CAT,13653,DC,Batman,Closed,Medium,Medium,Medium,Saturday,2025-01-11T12:19:16.000000,2025-01-11T12:42:16.000000,2025-01-12T23:28:26.109526,2025-01-13T00:46:26.109526
INC-2025-01447,SEPA Payment,SEPA Payment,Stargate,29221,Avengers,Iron Man,Closed,Medium,Medium,Medium,Saturday,2025-01-11T11:30:40.000000,2025-01-11T12:25:40.000000,2025-01-12T16:44:08.694379,2025-01-12T17:11:08.694379
INC-2025-01448,International Transfer,International Transfer,Stargate,45,Avengers,Hulk,Closed,Critical,High,High,Saturday,2025-01-11T09:10:54.000000,2025-01-11T09:39:54.000000,2025-01-11T11:31:34.592095,2025-01-11T12:07:34.592095
INC-2025-01449,Basic Payment,Basic Payment,STP CAT,1579,DC,Aquaman,Closed,Low,Low,Low,Saturday,2025-01-11T11:59:28.000000,2025-01-11T12:36:28.000000,2025-01-13T19:21:22.559664,2025-01-13T19:37:22.559664
INC-2025-01450,Proces X,Proces X,SOLEMOS,135,People,Kevin Hart,In Progress,Low,Low,Low,Saturday,2025-01-11T14:20:07.000000,2025-01-11T14:43:07.000000,,
INC-2025-01451,SEPA Payment,SEPA Payment,STP CAT,44628,Avengers,Doctor Strange,Closed,High,High,High,Saturday,2025-01-11T14:19:07.000000,2025-01-11T14:55:07.000000,2025-01-11T23:43:51.452933,2025-01-12T01:04:51.452933
INC-2025-01452,Domestic Payment,Domestic Payment,STP CAT,4151,DC,Punisher,Closed,Low,Low,Low,Saturday,2025-01-11T14:06:59.000000,2025-01-11T14:32:59.000000,2025-01-13T19:27:31.085316,2025-01-13T20:11:31.085316
INC-2025-01453,Money Rates,Money Rates,SOLEMOS,10,DC,Dr. X,Closed,High,High,High,Saturday,2025-01-11T12:08:56.000000,2025-01-11T12:35:56.000000,2025-01-11T19:14:27.242782,2025-01-11T20:09:27.242782
INC-2025-01454,International Transfer,International Transfer,Stargate,29,Avengers,Thor,Closed,Medium,Low,Medium,Saturday,2025-01-11T13:21:08.000000,2025-01-11T14:16:08.000000,2025-01-12T02:58:09.108785,2025-01-12T03:52:09.108785
INC-2025-01455,International Transfer,International Transfer,Stargate,37,Avengers,Doctor Strange,Closed,High,Medium,High,Saturday,2025-01-11T16:39:09.000000,2025-01-11T16:53:09.000000,2025-01-11T22:36:22.989952,2025-01-11T23:26:22.989952
INC-2025-01456,Domestic Payment,Domestic Payment,STP CAT,4446,People,Dwayne Johnson,Closed,High,Medium,Medium,Saturday,2025-01-11T15:14:55.000000,2025-01-11T16:06:55.000000,2025-01-12T01:35:36.138621,2025-01-12T02:16:36.138621
INC-2025-01457,SEPA Payment,SEPA Payment,Stargate,22138,DC,Batman,Closed,Medium,Medium,Medium,Saturday,2025-01-11T11:09:12.000000,2025-01-11T11:50:12.000000,2025-01-12T19:10:35.598136,2025-01-12T19:53:35.598136
INC-2025-01458,Domestic Payment,Domestic Payment,STP CAT,16444,DC,Aquaman,Closed,Low,Low,Low,Saturday,2025-01-11T10:37:17.000000,2025-01-11T11:09:17.000000,2025-01-13T10:58:35.477743,2025-01-13T12:08:35.477743
INC-2025-01459,Domestic Payment,Domestic Payment,STP CAT,13415,DC,Batman,Closed,Low,Low,Low,Saturday,2025-01-11T23:40:28.000000,2025-01-12T00:26:28.000000,2025-01-13T04:53:51.953070,2025-01-13T06:03:51.953070
INC-2025-01460,Domestic Payment,Domestic Payment,STP CAT,10965,People,Kevin Hart,Closed,Low,Low,Low,Saturday,2025-01-11T11:24:16.000000,2025-01-11T12:16:16.000000,2025-01-13T01:24:19.002986,2025-01-13T01:39:19.002986
INC-2025-01461,Basic Payment,Basic Payment,STP CAT,3305,DC,Batman,Closed,Medium,Medium,Medium,Saturday,2025-01-11T09:48:23.000000,2025-01-11T11:17:23.000000,2025-01-12T15:37:44.281895,2025-01-12T17:02:44.281895
INC-2025-01462,Domestic Payment,Domestic Payment,STP CAT,10526,DC,Dr. X,Closed,Medium,Low,Medium,Saturday,2025-01-11T16:30:32.000000,2025-01-11T17:19:32.000000,2025-01-12T06:21:51.833562,2025-01-12T06:58:51.833562
INC-2025-01463,Basic Payment,Basic Payment,STP CAT,3534,People,Dwayne Johnson,Closed,Medium,Medium,Medium,Saturday,2025-01-11T17:06:45.000000,2025-01-11T17:16:45.000000,2025-01-12T06:05:09.955563,2025-01-12T06:37:09.955563
INC-2025-01464,Basic Payment,Basic Payment,STP CAT,2502,Avengers,Thor,Closed,Low,Low,Low,Saturday,2025-01-11T13:10:19.000000,2025-01-11T14:05:19.000000,2025-01-13T10:06:28.570987,2025-01-13T10:53:28.570987
INC-2025-01465,Money Rates,Money Rates,SOLEMOS,9,Avengers,Iron Man,Closed,High,Medium,High,Saturday,2025-01-11T08:34:02.000000,2025-01-11T09:32:02.000000,2025-01-11T15:13:47.240276,2025-01-11T15:40:47.240276
INC-2025-01466,Proces X,Proces X,SOLEMOS,131,Avengers,Iron Man,Closed,Low,Low,Low,Saturday,2025-01-11T21:22:35.000000,2025-01-11T22:19:35.000000,2025-01-15T10:02:00.533071,2025-01-15T10:58:00.533071
INC-2025-01467,International Transfer,International Transfer,Stargate,48,Avengers,Doctor Strange,Closed,High,High,High,Saturday,2025-01-11T23:12:51.000000,2025-01-12T00:32:51.000000,2025-01-12T06:11:35.264497,2025-01-12T07:21:35.264497
INC-2025-01468,Domestic Payment,Domestic Payment,STP CAT,7524,DC,Aquaman,Closed,Low,Low,Low,Saturday,2025-01-11T06:31:23.000000,2025-01-11T07:29:23.000000,2025-01-13T15:45:03.854355,2025-01-13T16:55:03.854355
INC-2025-01469,International Transfer,International Transfer,Stargate,41,Avengers,Hulk,Closed,Medium,Medium,Medium,Saturday,2025-01-11T06:22:21.000000,2025-01-11T06:54:21.000000,2025-01-11T18:44:22.357286,2025-01-11T20:07:22.357286
INC-2025-01470,International Transfer,International Transfer,Stargate,44,Avengers,Thor,In Progress,High,High,High,Saturday,2025-01-11T08:58:57.000000,2025-01-11T09:29:57.000000,,
INC-2025-01471,Basic Payment,Basic Payment,STP CAT,4514,DC,Aquaman,Closed,Medium,Low,Medium,Saturday,2025-01-11T08:26:02.000000,2025-01-11T09:53:02.000000,2025-01-12T17:41:33.976765,2025-01-12T18:06:33.976765
INC-2025-01472,Basic Payment,Basic Payment,STP CAT,470,DC,Aquaman,Closed,Medium,Low,Medium,Saturday,2025-01-11T14:17:14.000000,2025-01-11T15:04:14.000000,2025-01-12T03:42:16.493550,2025-01-12T04:31:16.493550
INC-2025-01473,Money Rates,Money Rates,SOLEMOS,10,Avengers,Iron Man,Closed,High,High,High,Saturday,2025-01-11T21:12:34.000000,2025-01-11T22:17:34.000000,2025-01-12T15:13:26.934253,2025-01-12T16:34:26.934253
INC-2025-01474,Basic Payment,Basic Payment,STP CAT,519,DC,Batman,New,Medium,Low,Medium,Saturday,2025-01-11T10:16:21.000000,,,
INC-2025-01475,Money Rates,Money Rates,SOLEMOS,10,Avengers,Iron Man,Closed,High,Medium,Medium,Saturday,2025-01-11T10:03:47.000000,2025-01-11T11:20:47.000000,2025-01-11T13:53:08.469756,2025-01-11T15:17:08.469756
INC-2025-01476,Basic Payment,Basic Payment,STP CAT,4145,DC,Punisher,Closed,Low,Low,Low,Saturday,2025-01-11T12:37:07.000000,2025-01-11T13:45:07.000000,2025-01-14T21:50:14.891223,2025-01-14T23:15:14.891223
INC-2025-01477,Money Rates,Money Rates,SOLEMOS,3,Avengers,Hulk,Closed,Medium,Medium,Medium,Saturday,2025-01-11T21:07:05.000000,2025-01-11T21:20:05.000000,2025-01-12T06:46:30.017616,2025-01-12T07:46:30.017616
INC-2025-01478,SEPA Payment,SEPA Payment,Stargate,47425,DC,Aquaman,Closed,Low,Low,Low,Saturday,2025-01-11T11:33:29.000000,2025-01-11T11:47:29.000000,2025-01-15T09:23:52.064955,2025-01-15T09:46:52.064955
INC-2025-01479,Basic Payment,Basic Payment,STP CAT,1036,Avengers,Hulk,Closed,Low,Low,Low,Saturday,2025-01-11T13:51:37.000000,2025-01-11T15:13:37.000000,2025-01-14T01:43:41.457057,2025-01-14T01:59:41.457057
INC-2025-01480,Basic Payment,Basic Payment,STP CAT,3224,People,Jackie Chan,Closed,Low,Low,Low,Saturday,2025-01-11T02:04:39.000000,2025-01-11T02:18:39.000000,2025-01-13T18:28:39.350573,2025-01-13T19:01:39.350573
INC-2025-01481,Proces X,Proces X,SOLEMOS,139,DC,Punisher,Closed,Medium,Medium,Medium,Saturday,2025-01-11T12:30:27.000000,2025-01-11T13:24:27.000000,2025-01-12T06:22:50.007554,2025-01-12T07:42:50.007554
INC-2025-01482,Domestic Payment,Domestic Payment,STP CAT,14697,DC,Dr. X,In Progress,Low,Low,Low,Saturday,2025-01-11T16:01:32.000000,2025-01-11T16:13:32.000000,,
INC-2025-01483,Domestic Payment,Domestic Payment,STP CAT,19795,People,The Rock,Closed,Low,Low,Low,Saturday,2025-01-11T08:24:19.000000,2025-01-11T09:31:19.000000,2025-01-15T00:28:46.539094,2025-01-15T01:29:46.539094
INC-2025-01484,Domestic Payment,Domestic Payment,STP CAT,129,DC,Dr. X,Closed,Low,Low,Low,Saturday,2025-01-11T10:38:18.000000,2025-01-11T11:31:18.000000,2025-01-14T04:53:43.360330,2025-01-14T05:51:43.360330
INC-2025-01485,SEPA Payment,SEPA Payment,Stargate,62992,DC,Punisher,Closed,Low,Low,Low,Saturday,2025-01-11T13:26:02.000000,2025-01-11T14:56:02.000000,2025-01-15T03:07:09.675160,2025-01-15T04:37:09.675160
INC-2025-01486,Proces X,Proces X,STP CAT,3,People,Dwayne Johnson,Closed,Medium,Medium,Low,Saturday,2025-01-11T10:13:50.000000,2025-01-11T11:25:50.000000,2025-01-11T18:06:42.501353,2025-01-11T18:35:42.501353
INC-2025-01487,Basic Payment,Basic Payment,STP CAT,1234,DC,Batman,Closed,Medium,Low,Medium,Saturday,2025-01-11T12:20:23.000000,2025-01-11T12:32:23.000000,2025-01-12T07:30:41.761102,2025-01-12T08:39:41.761102
INC-2025-01488,SEPA Payment,SEPA Payment,STP CAT,58185,People,The Rock,New,Critical,High,High,Saturday,2025-01-11T09:26:36.000000,,,
INC-2025-01489,SEPA Payment,SEPA Payment,STP CAT,78462,Avengers,Hulk,Closed,High,Medium,High,Saturday,2025-01-11T15:00:17.000000,2025-01-11T15:16:17.000000,2025-01-11T20:56:07.893410,2025-01-11T21:48:07.893410
INC-2025-01490,Basic Payment,Basic Payment,STP CAT,4919,People,Kevin Hart,Closed,Medium,Medium,Low,Saturday,2025-01-11T09:22:07.000000,2025-01-11T10:50:07.000000,2025-01-12T07:12:18.261520,2025-01-12T08:10:18.261520
INC-2025-01491,Basic Payment,Basic Payment,STP CAT,656,People,The Rock,Closed,High,Medium,Medium,Saturday,2025-01-11T12:49:11.000000,2025-01-11T14:00:11.000000,2025-01-12T05:08:01.577621,2025-01-12T05:48:01.577621
INC-2025-01492,SEPA Payment,SEPA Payment,Stargate,86976,Avengers,Iron Man,Closed,Medium,Low,Medium,Saturday,2025-01-11T16:05:47.000000,2025-01-11T17:18:47.000000,2025-01-12T11:36:32.916004,2025-01-12T12:16:32.916004
INC-2025-01493,International Transfer,International Transfer,Stargate,24,Avengers,Thor,Closed,Critical,Medium,High,Saturday,2025-01-11T17:13:04.000000,2025-01-11T18:35:04.000000,2025-01-11T22:14:06.621343,2025-01-11T22:56:06.621343
INC-2025-01494,Proces X,Proces X,SOLEMOS,179,Avengers,Thor,Closed,Medium,Low,Medium,Saturday,2025-01-11T23:25:07.000000,2025-01-12T00:40:07.000000,2025-01-13T11:22:04.907831,2025-01-13T12:50:04.907831
INC-2025-01495,Proces X,Proces X,STP CAT,176,People,Dwayne Johnson,Closed,Medium,Low,Medium,Saturday,2025-01-11T20:00:24.000000,2025-01-11T21:05:24.000000,2025-01-13T04:32:03.478531,2025-01-13T05:16:03.478531
INC-2025-01496,SEPA Payment,SEPA Payment,STP CAT,76125,DC,Punisher,Closed,Low,Low,Low,Saturday,2025-01-11T14:33:27.000000,2025-01-11T15:28:27.000000,2025-01-13T11:18:22.019657,2025-01-13T11:46:22.019657
INC-2025-01497,Domestic Payment,Domestic Payment,STP CAT,8559,DC,Punisher,Closed,Medium,Low,Medium,Saturday,2025-01-11T13:13:54.000000,2025-01-11T13:40:54.000000,2025-01-12T07:52:24.513805,2025-01-12T08:30:24.513805
INC-2025-01498,SEPA Payment,SEPA Payment,Stargate,14397,DC,Batman,In Progress,Medium,Medium,Low,Saturday,2025-01-11T12:09:46.000000,2025-01-11T13:02:46.000000,,
INC-2025-01499,Proces X,Proces X,SOLEMOS,41,People,Dwayne Johnson,Closed,High,High,High,Saturday,2025-01-11T16:12:57.000000,2025-01-11T17:28:57.000000,2025-01-11T21:20:33.946303,2025-01-11T22:43:33.946303
INC-2025-01500,Basic Payment,Basic Payment,STP CAT,559,DC,Batman,Closed,Medium,Medium,Low,Saturday,2025-01-11T08:36:56.000000,2025-01-11T09:54:56.000000,2025-01-12T09:39:06.507219,2025-01-12T10:00:06.507219
INC-2025-01501,SEPA Payment,SEPA Payment,Stargate,30589,Avengers,Doctor Strange,Closed,Critical,High,High,Saturday,2025-01-11T16:30:53.000000,2025-01-11T17:07:53.000000,2025-01-11T17:48:10.859884,2025-01-11T19:11:10.859884
INC-2025-01502,Basic Payment,Basic Payment,STP CAT,3831,DC,Aquaman,Closed,Medium,Low,Low,Saturday,2025-01-11T16:36:50.000000,2025-01-11T16:47:50.000000,2025-01-12T16:59:48.738369,2025-01-12T17:30:48.738369
INC-2025-01503,International Transfer,International Transfer,Stargate,7,Avengers,Iron Man,Closed,High,High,High,Saturday,2025-01-11T19:56:14.000000,2025-01-11T21:09:14.000000,2025-01-12T05:51:02.158274,2025-01-12T06:45:02.158274
INC-2025-01504,Basic Payment,Basic Payment,STP CAT,2508,DC,Punisher,Closed,Medium,Medium,Low,Saturday,2025-01-11T08:35:38.000000,2025-01-11T09:48:38.000000,2025-01-12T00:35:06.590119,2025-01-12T01:49:06.590119
INC-2025-01505,International Transfer,International Transfer,Stargate,32,Avengers,Doctor Strange,Closed,High,High,High,Saturday,2025-01-11T18:42:18.000000,2025-01-11T19:49:18.000000,2025-01-12T09:54:37.737486,2025-01-12T10:51:37.737486
INC-2025-01506,Proces X,Proces X,SOLEMOS,86,Avengers,Doctor Strange,In Progress,Medium,Medium,Low,Saturday,2025-01-11T10:39:03.000000,2025-01-11T11:34:03.000000,,
INC-2025-01507,SEPA Payment,SEPA Payment,STP CAT,98571,Avengers,Thor,Closed,High,High,High,Saturday,2025-01-11T04:58:21.000000,2025-01-11T06:04:21.000000,2025-01-11T13:36:35.410906,2025-01-11T14:06:35.410906
INC-2025-01508,SEPA Payment,SEPA Payment,Stargate,40649,DC,Batman,Closed,Medium,Medium,Medium,Saturday,2025-01-11T15:32:56.000000,2025-01-11T16:28:56.000000,2025-01-12T15:10:20.181623,2025-01-12T15:57:20.181623
INC-2025-01509,Money Rates,Money Rates,SOLEMOS,4,Avengers,Hulk,Closed,High,High,High,Saturday,2025-01-11T08:20:06.000000,2025-01-11T09:07:06.000000,2025-01-11T19:10:27.810999,2025-01-11T19:45:27.810999
INC-2025-01510,SEPA Payment,SEPA Payment,Stargate,37440,Avengers,Iron Man,Closed,Medium,Medium,Medium,Saturday,2025-01-11T15:43:42.000000,2025-01-11T17:05:42.000000,2025-01-12T17:26:39.060074,2025-01-12T18:29:39.060074
INC-2025-01511,SEPA Payment,SEPA Payment,STP CAT,60154,Avengers,Thor,Closed,Medium,Medium,Medium,Saturday,2025-01-11T09:22:08.000000,2025-01-11T10:41:08.000000,2025-01-12T15:18:35.353258,2025-01-12T16:17:35.353258
INC-2025-01512,Basic Payment,Basic Payment,STP CAT,3781,DC,Punisher,Closed,Medium,Low,Medium,Saturday,2025-01-11T15:01:01.000000,2025-01-11T16:10:01.000000,2025-01-12T00:50:31.474884,2025-01-12T02:19:31.474884
INC-2025-01513,SEPA Payment,SEPA Payment,STP CAT,74255,Avengers,Doctor Strange,Closed,High,Medium,Medium,Saturday,2025-01-11T07:27:35.000000,2025-01-11T08:48:35.000000,2025-01-11T13:09:20.738526,2025-01-11T14:36:20.738526
INC-2025-01514,Proces X,Proces X,SOLEMOS,71,Avengers,Hulk,Closed,High,High,High,Saturday,2025-01-11T12:22:53.000000,2025-01-11T13:17:53.000000,2025-01-12T01:30:42.860673,2025-01-12T02:17:42.860673
INC-2025-01515,SEPA Payment,SEPA Payment,Stargate,63292,DC,Batman,Closed,High,High,High,Saturday,2025-01-11T09:14:45.000000,2025-01-11T10:14:45.000000,2025-01-12T03:05:29.973233,2025-01-12T03:30:29.973233
