Number,Short Description,Process,System,Assignment Group,Assigned To,State,Priority,Urgency,Impact,Day,Created,Actual Start,Actual End,Closed,Processing Time (hrs),Response Time (hrs),Total Time (hrs)
ERR-2025-03364,SEPA recall issued too late - funds already credited and withdrawn,SEPA Payment,Stargate,DC,Aquaman,Closed,Critical,High,Medium,Friday,2025-04-04T16:23:21.000000,2025-04-04T16:45:21.000000,2025-04-04T19:27:52.206369,2025-04-04T20:19:52.206369,2.7086111111111113,0.36666666666666664,3.9419444444444443
ERR-2025-03365,Wrong payment date configured - standing order triggered early,Domestic Payment,STP CAT,DC,Punisher,Closed,Medium,Low,Medium,Saturday,2025-04-19T18:40:30.000000,2025-04-19T20:09:30.000000,2025-04-20T10:00:58.095992,2025-04-20T11:30:58.095992,13.857777777777779,1.4833333333333334,16.84111111111111
ERR-2025-03366,Standing order set up with wrong payment amount,Domestic Payment,STP CAT,DC,Batman,Closed,Low,Low,Low,Tuesday,2025-04-01T11:55:45.000000,2025-04-01T12:48:45.000000,2025-04-02T20:06:35.940018,2025-04-02T20:58:35.940018,31.29722222222222,0.8833333333333333,33.047222222222224
ERR-2025-03367,Reversal not processed after customer cancellation request,Domestic Payment,STP CAT,DC,Batman,Closed,Medium,Medium,Medium,Monday,2025-04-21T17:13:19.000000,2025-04-21T17:55:19.000000,2025-04-22T06:37:44.578511,2025-04-22T07:31:44.578511,12.706944444444444,0.7,14.306944444444444
ERR-2025-03368,Edit Q item duplicated after system timeout during save,Edit Q,SOLEMOS,DC,Aquaman,Closed,Critical,High,High,Wednesday,2025-04-23T10:31:24.000000,2025-04-23T11:53:24.000000,2025-04-23T14:50:36.712164,2025-04-23T15:47:36.712164,2.953333333333333,1.3666666666666667,5.27
ERR-2025-03369,Wrong IBAN entered in bulk SEPA file - batch partially rejected,SEPA Payment,STP CAT,People,Scarlett Johansson,Closed,High,High,Medium,Wednesday,2025-04-30T08:29:26.000000,2025-04-30T09:27:26.000000,2025-04-30T11:51:38.726603,2025-04-30T12:56:38.726603,2.4033333333333333,0.9666666666666667,4.453333333333333
ERR-2025-03370,Incorrect amount entered - customer overcharged,Basic Payment,STP CAT,People,The Rock,Closed,Medium,Medium,Low,Wednesday,2025-04-23T12:11:55.000000,2025-04-23T13:39:55.000000,2025-04-24T05:02:10.306710,2025-04-24T06:15:10.306710,15.370833333333334,1.4666666666666666,18.054166666666667
ERR-2025-03371,Duplicate payment entry not caught before submission,Basic Payment,STP CAT,People,Dwayne Johnson,Closed,High,High,High,Wednesday,2025-04-16T17:11:06.000000,2025-04-16T17:45:06.000000,2025-04-16T23:40:20.359942,2025-04-17T00:48:20.359942,5.920555555555556,0.5666666666666667,7.620555555555556
ERR-2025-03372,Standing order set up with wrong payment amount,Domestic Payment,STP CAT,People,Scarlett Johansson,Closed,Medium,Low,Medium,Sunday,2025-04-27T14:20:51.000000,2025-04-27T15:21:51.000000,2025-04-28T12:20:54.897172,2025-04-28T12:42:54.897172,20.984166666666667,1.0166666666666666,22.3675
ERR-2025-03373,Edit Queue SLA breached - payment delayed beyond agreed window,Edit Q,SOLEMOS,People,Kevin Hart,Closed,High,High,High,Friday,2025-04-04T22:03:17.000000,2025-04-04T23:24:17.000000,2025-04-05T01:46:29.336237,2025-04-05T02:56:29.336237,2.37,1.35,4.886666666666667
ERR-2025-03374,Payment not reversed after customer dispute was resolved,Basic Payment,STP CAT,People,The Rock,Closed,Medium,Medium,Medium,Friday,2025-04-25T11:49:39.000000,2025-04-25T12:59:39.000000,2025-04-25T21:28:06.007176,2025-04-25T22:24:06.007176,8.474166666666667,1.1666666666666667,10.574166666666667
ERR-2025-03375,Incorrect payee reference causing failure to match invoice,Domestic Payment,STP CAT,People,Dwayne Johnson,Closed,High,High,Medium,Friday,2025-04-25T09:18:56.000000,2025-04-25T09:36:56.000000,2025-04-25T11:56:17.179253,2025-04-25T12:56:17.179253,2.3225,0.3,3.6225
ERR-2025-03376,Wrong payment details amended in Edit Q - error compounded,Edit Q,SOLEMOS,People,Kevin Hart,Closed,High,High,Medium,Friday,2025-04-18T09:11:57.000000,2025-04-18T10:36:57.000000,2025-04-18T13:31:08.449173,2025-04-18T13:57:08.449173,2.9030555555555555,1.4166666666666667,4.753055555555555
ERR-2025-03377,Edit Q item closed without resolution - payment lost in queue,Edit Q,SOLEMOS,People,Mark,Closed,Low,Low,Low,Thursday,2025-04-24T13:45:40.000000,2025-04-24T14:11:40.000000,2025-04-25T14:04:40.379577,2025-04-25T15:23:40.379577,23.883333333333333,0.43333333333333335,25.633333333333333
ERR-2025-03378,Incorrect currency conversion applied to basic payment,Basic Payment,STP CAT,People,Dwayne Johnson,Closed,Medium,Medium,Medium,Saturday,2025-04-12T19:14:13.000000,2025-04-12T19:35:13.000000,2025-04-13T08:43:40.417806,2025-04-13T09:57:40.417806,13.140833333333333,0.35,14.724166666666667
ERR-2025-03379,Wrong payment date configured - standing order triggered early,Domestic Payment,STP CAT,People,Mark,Closed,High,Medium,High,Tuesday,2025-04-22T10:45:07.000000,2025-04-22T11:55:07.000000,2025-04-22T14:58:50.027191,2025-04-22T15:47:50.027191,3.0619444444444444,1.1666666666666667,5.045277777777778
ERR-2025-03380,Reversal not processed after customer cancellation request,Domestic Payment,STP CAT,People,Mark,Closed,Medium,Low,Medium,Thursday,2025-04-24T08:37:56.000000,2025-04-24T09:34:56.000000,2025-04-25T06:39:16.214593,2025-04-25T07:47:16.214593,21.072222222222223,0.95,23.155555555555555
ERR-2025-03381,Payment applied to wrong customer account after name match failure,Basic Payment,STP CAT,People,The Rock,Closed,High,High,Medium,Tuesday,2025-04-01T16:21:45.000000,2025-04-01T16:42:45.000000,2025-04-01T21:10:13.795305,2025-04-01T22:09:13.795305,4.457777777777777,0.35,5.791111111111111
ERR-2025-03382,Duplicate payment entry not caught before submission,Basic Payment,STP CAT,People,Mark,Closed,High,High,Medium,Wednesday,2025-04-09T10:45:10.000000,2025-04-09T11:59:10.000000,2025-04-09T16:30:29.497348,2025-04-09T17:32:29.497348,4.521944444444444,1.2333333333333334,6.788611111111111
ERR-2025-03383,Rate tolerance breach not escalated to treasury desk,Rates,SOLEMOS,People,Dwayne Johnson,Closed,Medium,Medium,Medium,Thursday,2025-04-10T09:32:28.000000,2025-04-10T09:46:28.000000,2025-04-11T07:19:54.394701,2025-04-11T07:36:54.394701,21.557222222222222,0.23333333333333334,22.073888888888888
ERR-2025-03384,Incorrect amount entered - customer overcharged,Basic Payment,STP CAT,People,Scarlett Johansson,Closed,Medium,Medium,Medium,Tuesday,2025-04-15T07:59:12.000000,2025-04-15T08:09:12.000000,2025-04-15T18:40:28.493809,2025-04-15T19:14:28.493809,10.52111111111111,0.16666666666666666,11.254444444444445
ERR-2025-03385,Cross-rate calculation error not caught before payment dispatch,Rates,SOLEMOS,People,Dwayne Johnson,Closed,Critical,High,High,Wednesday,2025-04-09T15:49:41.000000,2025-04-09T16:42:41.000000,2025-04-09T18:36:30.554020,2025-04-09T19:52:30.554020,1.8969444444444445,0.8833333333333333,4.046944444444445
ERR-2025-03386,Reversal not processed after customer cancellation request,Domestic Payment,STP CAT,People,Jackie Chan,Closed,Medium,Low,Medium,Monday,2025-04-07T16:05:13.000000,2025-04-07T17:15:13.000000,2025-04-08T16:35:55.938844,2025-04-08T17:12:55.938844,23.345,1.1666666666666667,25.128333333333334
ERR-2025-03387,Wrong IBAN updated during manual correction in Edit Queue,Edit Q,SOLEMOS,People,Jackie Chan,Closed,Medium,Medium,Low,Thursday,2025-04-17T12:23:51.000000,2025-04-17T12:56:51.000000,2025-04-18T00:00:51.175609,2025-04-18T01:24:51.175609,11.066666666666666,0.55,13.016666666666667
ERR-2025-03388,Manual rate entry typo caused overcharge to client,Rates,SOLEMOS,People,Jackie Chan,Closed,Low,Low,Low,Tuesday,2025-04-08T12:21:54.000000,2025-04-08T13:31:54.000000,2025-04-10T01:01:35.706733,2025-04-10T01:51:35.706733,35.49472222222222,1.1666666666666667,37.49472222222222
ERR-2025-03389,Incorrect amount entered - customer overcharged,Basic Payment,STP CAT,People,Mark,New,High,High,High,Wednesday,2025-04-09T10:22:36.000000,,,,,,
ERR-2025-03390,Stale rate used after feed failure - not escalated in time,Rates,SOLEMOS,People,Jackie Chan,Closed,Critical,High,High,Tuesday,2025-04-22T17:03:00.000000,2025-04-22T18:10:00.000000,2025-04-22T18:48:19.218445,2025-04-22T19:40:19.218445,0.6386111111111111,1.1166666666666667,2.6219444444444444
ERR-2025-03391,Edit Queue SLA breached - payment delayed beyond agreed window,Edit Q,SOLEMOS,People,The Rock,Closed,Medium,Medium,Medium,Monday,2025-04-14T14:05:04.000000,2025-04-14T14:18:04.000000,2025-04-15T12:31:56.574683,2025-04-15T12:50:56.574683,22.23111111111111,0.21666666666666667,22.764444444444443
ERR-2025-03392,Edit Queue SLA breached - payment delayed beyond agreed window,Edit Q,SOLEMOS,People,Dwayne Johnson,Closed,High,High,Medium,Thursday,2025-04-24T13:32:16.000000,2025-04-24T14:18:16.000000,2025-04-24T19:55:54.845689,2025-04-24T21:01:54.845689,5.627222222222223,0.7666666666666667,7.493888888888889
ERR-2025-03393,Payment in Edit Q actioned by unauthorised operator,Edit Q,STP CAT,People,Mark,Closed,High,Medium,Medium,Monday,2025-04-21T11:19:53.000000,2025-04-21T12:02:53.000000,2025-04-21T17:41:47.548068,2025-04-21T18:17:47.548068,5.648333333333333,0.7166666666666667,6.965
ERR-2025-03394,Edit Queue item released without required dual authorisation,Edit Q,SOLEMOS,People,The Rock,Closed,High,High,Medium,Tuesday,2025-04-08T22:02:46.000000,2025-04-08T23:16:46.000000,2025-04-09T04:55:19.172431,2025-04-09T05:51:19.172431,5.6425,1.2333333333333334,7.809166666666667
ERR-2025-03395,Edit Q item duplicated after system timeout during save,Edit Q,SOLEMOS,People,Mark,Closed,High,High,High,Wednesday,2025-04-23T14:12:44.000000,2025-04-23T14:49:44.000000,2025-04-23T20:30:31.338141,2025-04-23T21:22:31.338141,5.679722222222222,0.6166666666666667,7.163055555555555
ERR-2025-03396,Wrong IBAN updated during manual correction in Edit Queue,Edit Q,STP CAT,People,Scarlett Johansson,Closed,Medium,Low,Low,Tuesday,2025-04-08T10:55:38.000000,2025-04-08T12:24:38.000000,2025-04-09T01:38:00.996340,2025-04-09T02:10:00.996340,13.222777777777777,1.4833333333333334,15.239444444444445
ERR-2025-03397,Incorrect payee reference causing failure to match invoice,Domestic Payment,STP CAT,People,Scarlett Johansson,Closed,Low,Low,Low,Sunday,2025-04-20T16:46:44.000000,2025-04-20T17:54:44.000000,2025-04-22T10:07:23.468404,2025-04-22T10:43:23.468404,40.21083333333333,1.1333333333333333,41.94416666666667
ERR-2025-03398,Incorrect interest rate applied to overnight settlement,Rates,SOLEMOS,People,Dwayne Johnson,Closed,High,High,High,Wednesday,2025-04-23T17:07:56.000000,2025-04-23T18:16:56.000000,2025-04-23T21:43:33.520621,2025-04-23T23:10:33.520621,3.443611111111111,1.15,6.043611111111111
ERR-2025-03399,Duplicate payment entry not caught before submission,Basic Payment,STP CAT,People,Jackie Chan,Closed,Medium,Medium,Low,Wednesday,2025-04-02T10:51:47.000000,2025-04-02T11:54:47.000000,2025-04-03T03:55:28.956584,2025-04-03T05:06:28.956584,16.011388888888888,1.05,18.244722222222222
ERR-2025-03400,Wrong payment details amended in Edit Q - error compounded,Edit Q,STP CAT,People,Kevin Hart,Closed,Medium,Medium,Low,Thursday,2025-04-10T12:11:05.000000,2025-04-10T13:11:05.000000,2025-04-11T10:43:50.099062,2025-04-11T11:28:50.099062,21.545833333333334,1.0,23.295833333333334
ERR-2025-03401,Wrong payment details amended in Edit Q - error compounded,Edit Q,SOLEMOS,People,Scarlett Johansson,Closed,High,High,High,Friday,2025-04-04T10:13:10.000000,2025-04-04T10:39:10.000000,2025-04-04T14:12:12.952044,2025-04-04T14:31:12.952044,3.5505555555555555,0.43333333333333335,4.3005555555555555
ERR-2025-03402,Payment not reversed after customer dispute was resolved,Basic Payment,STP CAT,People,Dwayne Johnson,Closed,Critical,High,High,Friday,2025-04-18T08:15:14.000000,2025-04-18T09:20:14.000000,2025-04-18T12:06:51.236491,2025-04-18T12:25:51.236491,2.7769444444444447,1.0833333333333333,4.176944444444445
ERR-2025-03403,Wrong currency applied to domestic GBP payment,Domestic Payment,STP CAT,People,Mark,Closed,Medium,Medium,Medium,Wednesday,2025-04-23T10:42:21.000000,2025-04-23T11:26:21.000000,2025-04-24T09:40:04.587638,2025-04-24T11:10:04.587638,22.22861111111111,0.7333333333333333,24.461944444444445
ERR-2025-03404,Edit Queue item approved without verifying beneficiary details,Edit Q,SOLEMOS,People,Scarlett Johansson,Closed,Low,Low,Low,Friday,2025-04-18T17:26:20.000000,2025-04-18T18:36:20.000000,2025-04-20T07:31:21.137339,2025-04-20T08:50:21.137339,36.91694444444445,1.1666666666666667,39.40027777777778
ERR-2025-03405,Incorrect rate override entered manually by operator,Rates,SOLEMOS,People,Dwayne Johnson,Closed,High,Medium,Low,Friday,2025-04-04T17:27:36.000000,2025-04-04T17:53:36.000000,2025-04-04T20:43:55.952935,2025-04-04T21:17:55.952935,2.838611111111111,0.43333333333333335,3.838611111111111
ERR-2025-03406,Operator amended wrong field in Edit Queue - further error introduced,Edit Q,SOLEMOS,People,Kevin Hart,Closed,Medium,Medium,Medium,Monday,2025-04-14T01:45:37.000000,2025-04-14T01:55:37.000000,2025-04-15T01:55:33.235577,2025-04-15T02:32:33.235577,23.99888888888889,0.16666666666666666,24.782222222222224
ERR-2025-03407,Duplicate payment entry not caught before submission,Basic Payment,STP CAT,People,The Rock,Closed,Medium,Medium,Medium,Friday,2025-04-11T15:04:05.000000,2025-04-11T15:42:05.000000,2025-04-12T12:23:52.212595,2025-04-12T13:41:52.212595,20.69638888888889,0.6333333333333333,22.629722222222224
ERR-2025-03408,Wrong fee applied to basic payment transaction,Basic Payment,STP CAT,People,Kevin Hart,Closed,High,High,High,Wednesday,2025-04-16T21:28:56.000000,2025-04-16T22:50:56.000000,2025-04-17T04:48:10.076664,2025-04-17T06:13:10.076664,5.953888888888889,1.3666666666666667,8.737222222222222
ERR-2025-03409,Fallback rate not updated after primary feed outage,Rates,SOLEMOS,People,The Rock,New,High,High,High,Wednesday,2025-04-02T10:43:28.000000,,,,,,
ERR-2025-03410,Payment not reversed after customer dispute was resolved,Basic Payment,STP CAT,People,Dwayne Johnson,Closed,Medium,Low,Low,Friday,2025-04-11T08:00:27.000000,2025-04-11T08:47:27.000000,2025-04-11T21:49:20.006001,2025-04-11T23:00:20.006001,13.03138888888889,0.7833333333333333,14.998055555555556
ERR-2025-03411,Incorrect payee reference causing failure to match invoice,Domestic Payment,STP CAT,People,Scarlett Johansson,Closed,Low,Low,Low,Friday,2025-04-11T11:07:21.000000,2025-04-11T12:20:21.000000,2025-04-12T11:15:01.220481,2025-04-12T11:47:01.220481,22.91111111111111,1.2166666666666666,24.66111111111111
ERR-2025-03412,Incorrect amount corrected to wrong value during manual review,Edit Q,SOLEMOS,People,Kevin Hart,Closed,High,Medium,Medium,Monday,2025-04-07T14:56:45.000000,2025-04-07T16:07:45.000000,2025-04-07T19:02:40.317568,2025-04-07T19:56:40.317568,2.915277777777778,1.1833333333333333,4.998611111111111
ERR-2025-03413,Stale rate used after feed failure - not escalated in time,Rates,SOLEMOS,People,Kevin Hart,Closed,High,Medium,High,Friday,2025-04-18T18:07:16.000000,2025-04-18T19:26:16.000000,2025-04-18T21:55:01.392158,2025-04-18T22:24:01.392158,2.4791666666666665,1.3166666666666667,4.279166666666667
ERR-2025-03414,Operator amended wrong field in Edit Queue - further error introduced,Edit Q,SOLEMOS,People,Jackie Chan,Closed,Medium,Medium,Medium,Monday,2025-04-07T21:43:26.000000,2025-04-07T22:04:26.000000,2025-04-08T18:06:50.626015,2025-04-08T18:52:50.626015,20.04,0.35,21.156666666666666
ERR-2025-03415,Wrong currency applied to domestic GBP payment,Domestic Payment,STP CAT,People,The Rock,Closed,High,High,High,Tuesday,2025-04-22T11:13:54.000000,2025-04-22T12:31:54.000000,2025-04-22T15:49:18.837969,2025-04-22T16:51:18.837969,3.29,1.3,5.623333333333333
ERR-2025-03416,SEPA payment sent to closed account - return not processed timely,SEPA Payment,STP CAT,People,Dwayne Johnson,Closed,Critical,High,High,Thursday,2025-04-24T09:09:05.000000,2025-04-24T09:27:05.000000,2025-04-24T11:48:52.405387,2025-04-24T12:53:52.405387,2.3630555555555555,0.3,3.7463888888888888
ERR-2025-03417,Reversal not processed after customer cancellation request,Domestic Payment,STP CAT,People,Kevin Hart,Closed,High,High,High,Thursday,2025-04-03T11:48:57.000000,2025-04-03T12:47:57.000000,2025-04-03T18:37:20.788787,2025-04-03T19:17:20.788787,5.823055555555555,0.9833333333333333,7.473055555555556
ERR-2025-03418,Wrong payment details amended in Edit Q - error compounded,Edit Q,SOLEMOS,People,The Rock,Closed,Medium,Medium,Medium,Monday,2025-04-21T10:26:44.000000,2025-04-21T11:41:44.000000,2025-04-22T02:37:39.834494,2025-04-22T03:13:39.834494,14.931944444444444,1.25,16.781944444444445
ERR-2025-03419,Payment released from Edit Q to wrong processing queue,Edit Q,SOLEMOS,People,Dwayne Johnson,On Hold,Low,Low,Low,Tuesday,2025-04-29T12:49:59.000000,,,,,,
ERR-2025-03420,Wrong account debited for basic payment instruction,Basic Payment,STP CAT,People,The Rock,Closed,Critical,High,High,Wednesday,2025-04-23T09:41:47.000000,2025-04-23T10:26:47.000000,2025-04-23T12:54:45.806983,2025-04-23T13:58:45.806983,2.466111111111111,0.75,4.282777777777778
ERR-2025-03421,Wrong account debited for basic payment instruction,Basic Payment,STP CAT,People,Dwayne Johnson,In Progress,Medium,Low,Medium,Thursday,2025-04-24T11:26:16.000000,2025-04-24T11:39:16.000000,,,,0.21666666666666667,
ERR-2025-03422,Operator amended wrong field in Edit Queue - further error introduced,Edit Q,SOLEMOS,People,Kevin Hart,Closed,Medium,Medium,Medium,Friday,2025-04-25T20:02:32.000000,2025-04-25T21:27:32.000000,2025-04-26T14:33:33.598676,2025-04-26T15:27:33.598676,17.100277777777777,1.4166666666666667,19.416944444444443
ERR-2025-03423,Payment not reversed after customer dispute was resolved,Basic Payment,STP CAT,People,The Rock,In Progress,Low,Low,Low,Tuesday,2025-04-15T13:03:31.000000,2025-04-15T13:25:31.000000,,,,0.36666666666666664,
ERR-2025-03424,Wrong fee applied to basic payment transaction,Basic Payment,STP CAT,People,The Rock,Closed,Low,Low,Low,Friday,2025-04-18T15:03:01.000000,2025-04-18T16:15:01.000000,2025-04-19T22:29:05.261972,2025-04-19T23:59:05.261972,30.234444444444446,1.2,32.934444444444445
ERR-2025-03425,Payment limit exceeded due to manual override without approval,Domestic Payment,STP CAT,People,Jackie Chan,In Progress,Critical,High,High,Thursday,2025-04-03T12:50:53.000000,2025-04-03T13:43:53.000000,,,,0.8833333333333333,
ERR-2025-03426,Payment in Edit Q actioned by unauthorised operator,Edit Q,STP CAT,People,Scarlett Johansson,New,Medium,Medium,Medium,Tuesday,2025-04-22T15:56:31.000000,,,,,,
ERR-2025-03427,Basic payment processed on wrong value date,Basic Payment,STP CAT,People,Mark,Closed,High,High,High,Thursday,2025-04-03T08:50:41.000000,2025-04-03T09:07:41.000000,2025-04-03T13:12:14.407966,2025-04-03T13:56:14.407966,4.075833333333334,0.2833333333333333,5.0925
ERR-2025-03428,Basic payment processed on wrong value date,Basic Payment,STP CAT,People,Jackie Chan,Closed,Medium,Medium,Medium,Thursday,2025-04-17T09:35:14.000000,2025-04-17T10:24:14.000000,2025-04-18T03:50:27.089189,2025-04-18T05:07:27.089189,17.436944444444446,0.8166666666666667,19.536944444444444
ERR-2025-03429,SEPA payment amount keyed incorrectly - underpayment to supplier,SEPA Payment,Stargate,People,Dwayne Johnson,Closed,Critical,High,High,Thursday,2025-04-17T14:27:42.000000,2025-04-17T15:14:42.000000,2025-04-17T17:55:02.312280,2025-04-17T19:22:02.312280,2.672222222222222,0.7833333333333333,4.905555555555556
